MapName,ChunkX,ChunkY,BaseRegionCode,ZoneType,FinalZoneID,LotsCount
Felucca,2,4,0,0,0,0
Felucca,2,10,0,3,2108003,10
Felucca,2,11,0,0,0,1
Felucca,2,12,0,0,0,3
Felucca,2,13,0,0,0,0
Felucca,2,14,0,0,0,0
Felucca,2,15,0,0,0,0
Felucca,2,16,0,0,0,0
Felucca,2,17,0,0,0,0
Felucca,2,18,0,0,0,0
Felucca,2,19,0,0,0,0
Felucca,2,20,0,0,0,0
Felucca,2,21,0,0,0,0
Felucca,2,22,0,0,0,0
Felucca,2,23,0,0,0,0
Felucca,2,24,0,0,0,0
Felucca,2,25,0,0,0,0
Felucca,2,26,0,0,0,0
Felucca,2,27,0,0,0,0
Felucca,2,28,0,0,0,0
Felucca,2,29,0,0,0,0
Felucca,2,30,0,0,0,0
Felucca,2,31,0,0,0,0
Felucca,2,32,0,0,0,0
Felucca,3,0,0,0,0,0
Felucca,3,1,0,0,0,0
Felucca,3,2,0,0,0,0
Felucca,3,3,0,0,0,0
Felucca,3,4,0,0,0,0
Felucca,3,5,210800,1,2108001,0
Felucca,3,10,0,0,0,13
Felucca,3,11,0,0,0,2
Felucca,3,12,0,0,0,12
Felucca,3,13,0,0,0,5
Felucca,3,14,0,0,0,0
Felucca,3,15,0,0,0,0
Felucca,3,16,0,0,0,1
Felucca,3,17,0,0,0,0
Felucca,3,18,0,0,0,0
Felucca,3,19,0,0,0,0
Felucca,3,20,0,0,0,0
Felucca,3,21,0,0,0,0
Felucca,3,22,0,0,0,0
Felucca,3,23,0,0,0,0
Felucca,3,24,0,0,0,0
Felucca,3,25,0,0,0,0
Felucca,3,26,0,0,0,0
Felucca,3,27,0,0,0,0
Felucca,3,28,0,0,0,0
Felucca,3,29,0,0,0,0
Felucca,3,30,0,0,0,0
Felucca,3,31,0,0,0,0
Felucca,3,32,0,0,0,0
Felucca,4,0,0,0,0,0
Felucca,4,1,0,0,0,0
Felucca,4,2,0,0,0,0
Felucca,4,3,0,0,0,0
Felucca,4,4,0,0,0,0
Felucca,4,5,210800,1,2108001,0
Felucca,4,10,0,3,2108003,13
Felucca,4,11,0,0,0,13
Felucca,4,12,0,0,0,5
Felucca,4,13,0,0,0,7
Felucca,4,14,0,0,0,0
Felucca,4,15,0,0,0,0
Felucca,4,18,210500,1,2105001,0
Felucca,4,19,0,0,0,0
Felucca,4,20,0,0,0,0
Felucca,4,21,0,0,0,0
Felucca,4,22,0,0,0,0
Felucca,4,23,0,0,0,0
Felucca,4,24,0,0,0,0
Felucca,4,25,0,0,0,0
Felucca,4,26,0,0,0,0
Felucca,4,27,0,0,0,0
Felucca,4,28,0,0,0,0
Felucca,4,29,0,0,0,0
Felucca,4,30,0,0,0,0
Felucca,4,31,0,0,0,0
Felucca,4,32,0,0,0,0
Felucca,5,0,0,0,0,0
Felucca,5,1,0,0,0,0
Felucca,5,2,0,0,0,0
Felucca,5,3,0,0,0,0
Felucca,5,4,0,3,2108003,13
Felucca,5,5,210800,2,2108002,51
Felucca,5,6,210800,2,2108002,57
Felucca,5,7,210800,2,2108002,34
Felucca,5,8,210800,2,2108002,11
Felucca,5,9,210800,2,2108002,16
Felucca,5,10,0,3,2108003,25
Felucca,5,11,0,0,0,16
Felucca,5,12,0,0,0,2
Felucca,5,13,0,0,0,4
Felucca,5,14,0,0,0,22
Felucca,5,15,0,3,2105003,10
Felucca,5,16,210500,2,2105002,1
Felucca,5,17,210500,2,2105002,1
Felucca,5,18,210500,2,2105002,1
Felucca,5,19,0,0,0,0
Felucca,5,20,0,0,0,0
Felucca,5,21,0,0,0,0
Felucca,5,22,0,0,0,0
Felucca,5,23,0,0,0,0
Felucca,5,24,0,0,0,0
Felucca,5,25,0,0,0,0
Felucca,5,26,210900,1,2109001,0
Felucca,5,27,210900,1,2109001,0
Felucca,5,28,210900,1,2109001,0
Felucca,5,29,210900,1,2109001,0
Felucca,5,30,210900,1,2109001,0
Felucca,5,31,210900,1,2109001,0
Felucca,5,32,0,0,0,0
Felucca,6,0,0,0,0,0
Felucca,6,1,0,0,0,0
Felucca,6,2,0,0,0,5
Felucca,6,3,0,0,0,18
Felucca,6,4,0,3,2108003,57
Felucca,6,5,0,3,2108003,65
Felucca,6,6,0,3,2108003,57
Felucca,6,7,0,3,2108003,58
Felucca,6,8,0,3,2108003,16
Felucca,6,9,0,3,2108003,20
Felucca,6,10,0,3,2108003,16
Felucca,6,11,0,0,0,19
Felucca,6,12,0,0,0,9
Felucca,6,13,0,0,0,13
Felucca,6,14,0,0,0,29
Felucca,6,15,0,3,2105003,30
Felucca,6,16,210500,2,2105002,15
Felucca,6,17,210500,2,2105002,17
Felucca,6,18,210500,2,2105002,27
Felucca,6,19,0,3,2105003,5
Felucca,6,20,0,0,0,0
Felucca,6,21,0,0,0,0
Felucca,6,22,0,0,0,0
Felucca,6,23,0,0,0,0
Felucca,6,24,0,0,0,0
Felucca,6,25,0,0,0,0
Felucca,6,26,210900,1,2109001,0
Felucca,6,27,210900,1,2109001,0
Felucca,6,28,210900,1,2109001,0
Felucca,6,29,210900,1,2109001,0
Felucca,6,30,210900,1,2109001,0
Felucca,6,31,210900,1,2109001,0
Felucca,6,32,0,0,0,0
Felucca,7,0,0,0,0,0
Felucca,7,1,0,0,0,0
Felucca,7,2,0,0,0,21
Felucca,7,3,0,0,0,20
Felucca,7,4,0,0,0,64
Felucca,7,5,0,0,0,51
Felucca,7,6,0,0,0,52
Felucca,7,7,0,0,0,59
Felucca,7,8,0,0,0,21
Felucca,7,9,0,0,0,16
Felucca,7,10,0,0,0,14
Felucca,7,11,0,0,0,1
Felucca,7,12,0,0,0,7
Felucca,7,13,0,0,0,24
Felucca,7,14,0,0,0,29
Felucca,7,15,0,3,2105003,22
Felucca,7,16,0,3,2105003,28
Felucca,7,17,0,3,2105003,30
Felucca,7,18,0,3,2105003,27
Felucca,7,19,0,3,2105003,24
Felucca,7,20,0,0,0,16
Felucca,7,21,0,0,0,1
Felucca,7,22,0,0,0,0
Felucca,7,23,0,0,0,0
Felucca,7,24,0,0,0,0
Felucca,7,25,0,0,0,0
Felucca,7,26,210900,1,2109001,0
Felucca,7,27,210900,1,2109001,0
Felucca,7,28,210900,1,2109001,0
Felucca,7,29,210900,1,2109001,0
Felucca,7,30,210900,1,2109001,0
Felucca,7,31,210900,1,2109001,0
Felucca,7,32,0,0,0,0
Felucca,8,0,0,0,0,0
Felucca,8,1,0,0,0,6
Felucca,8,2,0,0,0,7
Felucca,8,3,0,0,0,10
Felucca,8,4,0,0,0,23
Felucca,8,5,0,0,0,13
Felucca,8,6,0,0,0,13
Felucca,8,7,0,0,0,21
Felucca,8,8,0,0,0,19
Felucca,8,9,0,0,0,16
Felucca,8,10,0,3,2101003,14
Felucca,8,11,0,3,2101003,2
Felucca,8,12,0,0,0,0
Felucca,8,13,0,0,0,5
Felucca,8,14,0,0,0,2
Felucca,8,15,0,0,0,14
Felucca,8,16,0,0,0,10
Felucca,8,17,0,0,0,1
Felucca,8,18,0,0,0,15
Felucca,8,19,0,0,0,20
Felucca,8,20,0,0,0,8
Felucca,8,21,0,0,0,21
Felucca,8,22,0,0,0,17
Felucca,8,23,0,0,0,17
Felucca,8,24,0,0,0,15
Felucca,8,25,0,3,2109003,3
Felucca,8,26,210900,2,2109002,1
Felucca,8,27,210900,2,2109002,7
Felucca,8,28,210900,1,2109001,0
Felucca,8,29,210900,1,2109001,0
Felucca,8,30,210900,1,2109001,0
Felucca,8,31,210900,1,2109001,0
Felucca,8,32,0,0,0,0
Felucca,9,0,0,0,0,0
Felucca,9,1,0,0,0,16
Felucca,9,2,0,0,0,19
Felucca,9,3,0,0,0,16
Felucca,9,4,0,0,0,21
Felucca,9,5,0,0,0,26
Felucca,9,6,0,0,0,5
Felucca,9,7,0,0,0,15
Felucca,9,8,0,0,0,11
Felucca,9,9,0,0,0,2
Felucca,9,10,0,3,2101003,22
Felucca,9,11,210100,2,2101002,13
Felucca,9,15,0,0,0,20
Felucca,9,16,0,0,0,16
Felucca,9,17,0,0,0,2
Felucca,9,18,0,0,0,19
Felucca,9,19,0,0,0,28
Felucca,9,20,0,0,0,15
Felucca,9,21,0,0,0,23
Felucca,9,22,0,0,0,26
Felucca,9,23,0,0,0,18
Felucca,9,24,0,0,0,0
Felucca,9,25,0,0,0,0
Felucca,9,26,210900,2,2109002,1
Felucca,9,27,210900,2,2109002,4
Felucca,9,28,210900,2,2109002,1
Felucca,9,29,210900,1,2109001,0
Felucca,9,30,210900,1,2109001,0
Felucca,9,31,210900,1,2109001,0
Felucca,9,32,0,0,0,0
Felucca,10,0,0,0,0,0
Felucca,10,1,0,0,0,7
Felucca,10,2,0,0,0,19
Felucca,10,3,0,0,0,20
Felucca,10,4,0,0,0,14
Felucca,10,5,0,0,0,14
Felucca,10,6,0,0,0,18
Felucca,10,7,0,0,0,9
Felucca,10,8,0,0,0,5
Felucca,10,9,0,0,0,10
Felucca,10,10,0,3,2101003,24
Felucca,10,11,210100,2,2101002,14
Felucca,10,12,210100,1,2101001,0
Felucca,10,15,0,3,2101003,26
Felucca,10,16,0,0,0,16
Felucca,10,17,0,0,0,22
Felucca,10,18,0,0,0,24
Felucca,10,19,0,0,0,23
Felucca,10,20,0,0,0,20
Felucca,10,21,0,0,0,16
Felucca,10,22,0,0,0,18
Felucca,10,23,0,0,0,7
Felucca,10,24,0,0,0,14
Felucca,10,25,0,0,0,0
Felucca,10,26,210900,1,2109001,0
Felucca,10,27,210900,1,2109001,0
Felucca,10,28,210900,1,2109001,0
Felucca,10,31,210900,1,2109001,0
Felucca,10,32,0,0,0,0
Felucca,11,0,0,0,0,0
Felucca,11,1,0,0,0,11
Felucca,11,2,0,0,0,5
Felucca,11,3,0,0,0,3
Felucca,11,4,0,0,0,0
Felucca,11,5,0,0,0,22
Felucca,11,6,0,0,0,18
Felucca,11,7,0,0,0,12
Felucca,11,8,0,0,0,26
Felucca,11,9,0,0,0,8
Felucca,11,10,0,3,2101003,17
Felucca,11,11,210100,2,2101002,5
Felucca,11,14,210100,2,2101002,12
Felucca,11,15,0,3,2101003,30
Felucca,11,16,0,0,0,10
Felucca,11,17,0,0,0,18
Felucca,11,18,0,3,2308003,24
Felucca,11,19,0,3,2308003,23
Felucca,11,20,0,3,2308003,23
Felucca,11,21,0,0,0,11
Felucca,11,22,0,0,0,8
Felucca,11,23,0,0,0,13
Felucca,11,24,0,0,0,12
Felucca,11,25,0,3,2109003,3
Felucca,11,26,210900,1,2109001,0
Felucca,11,27,210900,1,2109001,0
Felucca,11,28,210900,1,2109001,0
Felucca,11,30,210900,1,2109001,0
Felucca,11,32,0,0,0,0
Felucca,12,0,0,0,0,0
Felucca,12,1,0,0,0,1
Felucca,12,2,0,0,0,4
Felucca,12,3,0,0,0,10
Felucca,12,4,0,0,0,25
Felucca,12,5,0,0,0,21
Felucca,12,6,0,0,0,19
Felucca,12,7,0,0,0,13
Felucca,12,8,0,0,0,23
Felucca,12,9,0,0,0,14
Felucca,12,10,0,3,2101003,18
Felucca,12,11,210100,2,2101002,6
Felucca,12,14,210100,2,2101002,5
Felucca,12,15,0,3,2101003,3
Felucca,12,16,0,0,0,17
Felucca,12,17,0,0,0,21
Felucca,12,18,0,3,2308003,19
Felucca,12,19,230800,2,2308002,30
Felucca,12,20,0,3,2308003,25
Felucca,12,21,0,0,0,26
Felucca,12,22,0,0,0,14
Felucca,12,23,0,0,0,13
Felucca,12,24,0,0,0,16
Felucca,12,25,0,3,2109003,11
Felucca,12,26,210900,2,2109002,15
Felucca,12,27,210900,2,2109002,9
Felucca,12,28,210900,1,2109001,0
Felucca,12,29,210900,1,2109001,0
Felucca,12,30,210900,1,2109001,0
Felucca,12,31,210900,1,2109001,0
Felucca,12,32,0,0,0,0
Felucca,13,0,0,0,0,0
Felucca,13,1,0,0,0,12
Felucca,13,2,0,0,0,13
Felucca,13,3,0,0,0,24
Felucca,13,4,0,0,0,31
Felucca,13,5,0,0,0,29
Felucca,13,6,0,0,0,22
Felucca,13,7,0,0,0,10
Felucca,13,8,0,0,0,6
Felucca,13,9,0,0,0,23
Felucca,13,10,0,3,2101003,32
Felucca,13,11,210100,2,2101002,27
Felucca,13,14,210100,1,2101001,0
Felucca,13,15,0,3,2101003,7
Felucca,13,16,0,0,0,4
Felucca,13,17,0,0,0,25
Felucca,13,18,0,3,2308003,26
Felucca,13,19,0,3,2308003,21
Felucca,13,20,0,3,2308003,13
Felucca,13,21,0,0,0,24
Felucca,13,22,0,0,0,12
Felucca,13,23,0,0,0,6
Felucca,13,24,0,0,0,19
Felucca,13,25,0,3,2109003,19
Felucca,13,26,210900,2,2109002,15
Felucca,13,27,210900,2,2109002,12
Felucca,13,28,210900,1,2109001,0
Felucca,13,29,210900,1,2109001,0
Felucca,13,30,210900,1,2109001,0
Felucca,13,31,210900,1,2109001,0
Felucca,13,32,0,0,0,0
Felucca,14,0,0,0,0,0
Felucca,14,1,0,0,0,13
Felucca,14,2,0,0,0,14
Felucca,14,3,0,0,0,21
Felucca,14,4,0,0,0,21
Felucca,14,5,0,0,0,20
Felucca,14,6,0,0,0,22
Felucca,14,7,0,0,0,21
Felucca,14,8,0,0,0,24
Felucca,14,9,0,0,0,21
Felucca,14,10,0,3,2101003,23
Felucca,14,11,0,3,2101003,22
Felucca,14,12,0,3,2101003,6
Felucca,14,13,0,0,0,0
Felucca,14,14,0,0,0,0
Felucca,14,15,0,0,0,0
Felucca,14,16,0,0,0,14
Felucca,14,17,0,0,0,29
Felucca,14,18,0,0,0,57
Felucca,14,19,0,0,0,29
Felucca,14,20,0,0,0,8
Felucca,14,23,0,0,0,28
Felucca,14,24,0,0,0,21
Felucca,14,25,0,3,2109003,19
Felucca,14,26,210900,2,2109002,7
Felucca,14,27,210900,2,2109002,9
Felucca,14,28,210900,1,2109001,0
Felucca,14,29,210900,1,2109001,0
Felucca,14,30,210900,1,2109001,0
Felucca,14,31,210900,1,2109001,0
Felucca,14,32,0,0,0,0
Felucca,15,0,0,0,0,21
Felucca,15,1,0,0,0,11
Felucca,15,2,0,0,0,8
Felucca,15,3,0,0,0,13
Felucca,15,4,0,0,0,32
Felucca,15,5,0,0,0,25
Felucca,15,6,0,0,0,25
Felucca,15,7,0,0,0,43
Felucca,15,8,0,0,0,40
Felucca,15,9,0,0,0,26
Felucca,15,10,0,0,0,22
Felucca,15,11,0,0,0,21
Felucca,15,12,0,0,0,4
Felucca,15,13,0,0,0,0
Felucca,15,14,0,0,0,0
Felucca,15,15,0,0,0,10
Felucca,15,16,0,0,0,10
Felucca,15,17,0,0,0,25
Felucca,15,18,0,0,0,38
Felucca,15,19,0,0,0,0
Felucca,15,20,0,0,0,0
Felucca,15,23,0,3,2106003,13
Felucca,15,24,0,0,0,18
Felucca,15,25,0,3,2109003,5
Felucca,15,26,210900,2,2109002,16
Felucca,15,27,210900,2,2109002,2
Felucca,15,28,210900,1,2109001,0
Felucca,15,29,210900,1,2109001,0
Felucca,15,30,210900,1,2109001,0
Felucca,15,31,210900,1,2109001,0
Felucca,15,32,0,0,0,0
Felucca,16,0,0,0,0,20
Felucca,16,1,0,0,0,22
Felucca,16,2,0,0,0,11
Felucca,16,3,0,0,0,19
Felucca,16,4,0,0,0,29
Felucca,16,5,0,0,0,36
Felucca,16,6,0,0,0,30
Felucca,16,7,0,0,0,24
Felucca,16,8,0,0,0,12
Felucca,16,9,0,0,0,13
Felucca,16,10,0,0,0,2
Felucca,16,11,0,0,0,0
Felucca,16,12,0,0,0,0
Felucca,16,13,0,0,0,0
Felucca,16,14,0,0,0,0
Felucca,16,15,0,0,0,14
Felucca,16,16,0,0,0,27
Felucca,16,17,0,0,0,13
Felucca,16,18,0,0,0,21
Felucca,16,19,0,0,0,0
Felucca,16,20,0,3,2106003,1
Felucca,16,21,210600,2,2106002,3
Felucca,16,22,210600,1,2106001,0
Felucca,16,23,0,3,2106003,1
Felucca,16,24,0,0,0,14
Felucca,16,25,0,3,2109003,9
Felucca,16,26,0,3,2109003,14
Felucca,16,27,0,3,2109003,2
Felucca,16,28,0,3,2109003,8
Felucca,16,29,0,0,0,0
Felucca,16,30,0,3,2109003,7
Felucca,16,31,0,3,2109003,3
Felucca,16,32,0,0,0,0
Felucca,17,0,0,0,0,0
Felucca,17,1,0,0,0,0
Felucca,17,2,0,0,0,7
Felucca,17,3,0,0,0,12
Felucca,17,4,0,0,0,22
Felucca,17,5,0,0,0,12
Felucca,17,6,0,0,0,29
Felucca,17,7,0,0,0,18
Felucca,17,8,0,0,0,11
Felucca,17,10,0,0,0,2
Felucca,17,11,0,0,0,0
Felucca,17,12,0,0,0,0
Felucca,17,13,0,0,0,0
Felucca,17,14,0,0,0,0
Felucca,17,15,0,0,0,1
Felucca,17,16,0,0,0,5
Felucca,17,17,0,0,0,0
Felucca,17,18,0,0,0,0
Felucca,17,19,0,0,0,0
Felucca,17,20,0,0,0,0
Felucca,17,21,0,0,0,0
Felucca,17,22,0,0,0,0
Felucca,17,23,0,0,0,0
Felucca,17,24,0,0,0,0
Felucca,17,25,0,0,0,0
Felucca,17,26,0,0,0,3
Felucca,17,27,0,0,0,0
Felucca,17,28,0,0,0,0
Felucca,17,29,0,0,0,0
Felucca,17,30,0,0,0,0
Felucca,17,31,0,0,0,0
Felucca,17,32,0,0,0,0
Felucca,18,0,0,3,2103003,5
Felucca,18,1,0,3,2103003,9
Felucca,18,2,0,0,0,0
Felucca,18,3,0,0,0,0
Felucca,18,4,0,0,0,4
Felucca,18,5,0,0,0,28
Felucca,18,6,0,0,0,12
Felucca,18,7,0,0,0,13
Felucca,18,8,0,0,0,25
Felucca,18,9,0,0,0,29
Felucca,18,10,0,0,0,0
Felucca,18,11,0,0,0,0
Felucca,18,12,0,0,0,0
Felucca,18,13,0,0,0,0
Felucca,18,14,0,0,0,0
Felucca,18,15,0,0,0,0
Felucca,18,16,0,0,0,0
Felucca,18,17,0,0,0,0
Felucca,18,18,0,0,0,0
Felucca,18,19,0,0,0,0
Felucca,18,20,0,0,0,0
Felucca,18,21,0,0,0,0
Felucca,18,22,0,0,0,0
Felucca,18,23,0,0,0,0
Felucca,18,24,0,0,0,0
Felucca,18,25,0,0,0,0
Felucca,18,26,0,0,0,6
Felucca,18,27,0,0,0,6
Felucca,18,28,0,0,0,0
Felucca,18,29,0,0,0,0
Felucca,18,30,0,0,0,0
Felucca,18,31,0,0,0,0
Felucca,18,32,0,0,0,0
Felucca,19,0,210300,2,2103002,13
Felucca,19,1,210300,2,2103002,21
Felucca,19,2,210300,2,2103002,6
Felucca,19,5,0,3,2103003,5
Felucca,19,6,0,0,0,17
Felucca,19,7,0,0,0,1
Felucca,19,8,0,0,0,23
Felucca,19,9,0,0,0,32
Felucca,19,10,0,0,0,0
Felucca,19,11,0,0,0,0
Felucca,19,12,0,0,0,0
Felucca,19,13,0,0,0,0
Felucca,19,14,0,0,0,0
Felucca,19,15,0,0,0,0
Felucca,19,16,0,0,0,0
Felucca,19,17,0,0,0,0
Felucca,19,18,0,0,0,0
Felucca,19,19,0,0,0,0
Felucca,19,20,0,0,0,0
Felucca,19,21,0,0,0,0
Felucca,19,22,0,0,0,0
Felucca,19,23,0,0,0,0
Felucca,19,24,0,0,0,0
Felucca,19,25,0,0,0,0
Felucca,19,26,0,0,0,0
Felucca,19,27,0,0,0,2
Felucca,19,28,0,0,0,5
Felucca,19,29,0,0,0,0
Felucca,19,30,0,0,0,4
Felucca,19,31,0,0,0,3
Felucca,19,32,0,0,0,0
Felucca,20,0,210300,2,2103002,19
Felucca,20,1,210300,2,2103002,13
Felucca,20,2,210300,2,2103002,22
Felucca,20,3,210300,2,2103002,9
Felucca,20,4,210300,2,2103002,6
Felucca,20,5,0,3,2103003,25
Felucca,20,6,0,3,2107003,17
Felucca,20,7,0,3,2107003,15
Felucca,20,8,0,0,0,21
Felucca,20,9,0,0,0,22
Felucca,20,10,0,0,0,0
Felucca,20,11,0,0,0,0
Felucca,20,12,0,0,0,0
Felucca,20,13,0,0,0,0
Felucca,20,14,0,0,0,0
Felucca,20,15,0,0,0,0
Felucca,20,18,0,0,0,0
Felucca,20,19,0,0,0,0
Felucca,20,20,0,0,0,0
Felucca,20,21,0,0,0,0
Felucca,20,22,0,0,0,0
Felucca,20,23,0,0,0,0
Felucca,20,24,0,0,0,0
Felucca,20,25,0,0,0,0
Felucca,20,26,0,0,0,0
Felucca,20,27,0,0,0,0
Felucca,20,28,0,0,0,0
Felucca,20,29,0,0,0,0
Felucca,20,30,0,0,0,0
Felucca,20,31,0,0,0,0
Felucca,20,32,0,0,0,0
Felucca,21,0,0,3,2103003,2
Felucca,21,1,0,3,2103003,5
Felucca,21,2,0,3,2103003,25
Felucca,21,3,0,3,2103003,36
Felucca,21,4,0,3,2103003,22
Felucca,21,5,210700,2,2107002,33
Felucca,21,6,210700,2,2107002,21
Felucca,21,8,0,0,0,15
Felucca,21,9,0,0,0,0
Felucca,21,10,0,0,0,0
Felucca,21,11,0,0,0,0
Felucca,21,12,0,0,0,0
Felucca,21,13,0,0,0,0
Felucca,21,14,0,0,0,0
Felucca,21,15,0,0,0,2
Felucca,21,18,0,0,0,0
Felucca,21,19,0,0,0,0
Felucca,21,20,0,0,0,0
Felucca,21,21,0,0,0,0
Felucca,21,22,0,0,0,0
Felucca,21,23,0,0,0,0
Felucca,21,24,0,0,0,0
Felucca,21,25,0,0,0,0
Felucca,21,26,0,0,0,0
Felucca,21,27,0,0,0,3
Felucca,21,28,0,0,0,0
Felucca,21,29,0,0,0,0
Felucca,21,30,0,0,0,0
Felucca,21,31,0,0,0,0
Felucca,21,32,0,0,0,0
Felucca,22,0,0,0,0,15
Felucca,22,1,0,0,0,8
Felucca,22,2,0,0,0,29
Felucca,22,3,0,0,0,37
Felucca,22,4,0,3,2107003,28
Felucca,22,8,0,0,0,0
Felucca,22,9,0,0,0,0
Felucca,22,10,0,0,0,0
Felucca,22,11,0,0,0,0
Felucca,22,12,0,0,0,0
Felucca,22,13,0,0,0,0
Felucca,22,14,0,0,0,0
Felucca,22,15,0,0,0,0
Felucca,22,16,0,0,0,0
Felucca,22,17,0,0,0,0
Felucca,22,18,0,0,0,0
Felucca,22,19,0,0,0,0
Felucca,22,20,0,0,0,0
Felucca,22,21,0,0,0,0
Felucca,22,22,0,0,0,0
Felucca,22,23,0,0,0,0
Felucca,22,24,0,0,0,0
Felucca,22,25,0,0,0,0
Felucca,22,27,0,0,0,6
Felucca,22,28,0,0,0,0
Felucca,22,29,0,0,0,0
Felucca,22,30,0,0,0,0
Felucca,22,31,0,0,0,0
Felucca,22,32,0,0,0,0
Felucca,23,0,0,0,0,10
Felucca,23,1,0,0,0,24
Felucca,23,2,0,0,0,24
Felucca,23,3,0,0,0,15
Felucca,23,4,0,0,0,29
Felucca,23,8,0,0,0,0
Felucca,23,9,0,0,0,0
Felucca,23,10,0,0,0,0
Felucca,23,11,0,0,0,0
Felucca,23,12,0,0,0,0
Felucca,23,13,0,0,0,0
Felucca,23,14,0,0,0,0
Felucca,23,15,0,0,0,0
Felucca,23,16,0,0,0,0
Felucca,23,17,0,0,0,0
Felucca,23,18,0,0,0,0
Felucca,23,19,0,0,0,0
Felucca,23,20,0,0,0,0
Felucca,23,21,0,0,0,0
Felucca,23,22,0,0,0,0
Felucca,23,23,0,0,0,0
Felucca,23,24,0,0,0,0
Felucca,23,25,0,0,0,0
Felucca,23,27,0,0,0,1
Felucca,23,28,0,0,0,2
Felucca,23,29,0,0,0,0
Felucca,23,30,0,0,0,0
Felucca,23,31,0,0,0,0
Felucca,23,32,0,0,0,0
Felucca,24,0,0,0,0,16
Felucca,24,1,0,0,0,17
Felucca,24,2,0,0,0,15
Felucca,24,3,0,0,0,23
Felucca,24,4,0,0,0,23
Felucca,24,5,0,0,0,13
Felucca,24,6,0,0,0,4
Felucca,24,7,0,0,0,0
Felucca,24,8,0,0,0,0
Felucca,24,9,0,0,0,0
Felucca,24,10,0,0,0,0
Felucca,24,11,0,0,0,0
Felucca,24,12,0,0,0,0
Felucca,24,13,0,0,0,0
Felucca,24,14,0,0,0,0
Felucca,24,15,0,0,0,0
Felucca,24,16,0,0,0,0
Felucca,24,17,0,0,0,0
Felucca,24,18,0,0,0,0
Felucca,24,19,0,0,0,0
Felucca,24,20,0,0,0,0
Felucca,24,21,0,0,0,0
Felucca,24,22,0,0,0,0
Felucca,24,23,0,0,0,0
Felucca,24,24,0,0,0,0
Felucca,24,25,0,0,0,0
Felucca,24,26,0,0,0,0
Felucca,24,27,0,0,0,0
Felucca,24,28,0,0,0,0
Felucca,24,29,0,0,0,0
Felucca,24,30,0,0,0,0
Felucca,24,31,0,0,0,0
Felucca,24,32,0,0,0,0
Felucca,25,0,0,0,0,9
Felucca,25,1,0,0,0,18
Felucca,25,2,0,0,0,23
Felucca,25,3,0,0,0,19
Felucca,25,4,0,0,0,23
Felucca,25,5,0,0,0,14
Felucca,25,6,0,0,0,0
Felucca,25,7,0,0,0,0
Felucca,25,8,0,0,0,0
Felucca,25,9,0,0,0,0
Felucca,25,10,0,0,0,0
Felucca,25,11,0,0,0,0
Felucca,25,12,0,0,0,0
Felucca,25,13,0,0,0,0
Felucca,25,14,0,0,0,0
Felucca,25,15,0,0,0,0
Felucca,25,16,0,0,0,0
Felucca,25,17,0,0,0,0
Felucca,25,18,0,0,0,0
