MapName,ChunkX,ChunkY,LotX,LotY,LotZ,Width,Height,ZoneID
Trammel,640,1792,756,1857,0,9,17,1369003
Trammel,640,1792,754,1860,0,9,17,1369003
Trammel,640,1792,753,1864,0,9,17,1369003
Trammel,640,1792,750,1867,0,9,17,1369003
Trammel,640,1792,707,1876,0,9,17,1369003
Trammel,640,1792,706,1879,-1,9,17,1369003
Trammel,640,1792,731,1879,0,9,17,1369003
Trammel,640,1792,721,1883,0,9,17,1369003
Trammel,640,1792,746,1883,0,9,17,1369003
Trammel,640,1792,716,1892,0,9,17,1369003
Trammel,640,1792,715,1893,0,9,17,1369003
Trammel,640,1792,711,1896,0,9,17,1369003
Trammel,640,1920,712,1932,0,9,17,1369003
Trammel,640,2048,640,2134,0,9,17,1212002
Trammel,640,2176,757,2257,0,9,17,1212002
Trammel,640,2304,752,2304,0,9,17,1212002
Trammel,768,256,835,336,0,9,17,1369003
Trammel,768,256,830,343,0,9,17,1369003
Trammel,768,256,823,350,0,9,17,1369003
Trammel,768,256,822,353,0,9,17,1369003
Trammel,768,256,821,354,0,9,17,1369003
Trammel,768,256,820,357,0,9,17,1369003
Trammel,768,256,819,360,0,9,17,1369003
Trammel,768,256,818,361,0,9,17,1369003
Trammel,768,256,817,362,0,9,17,1369003
Trammel,768,384,826,384,0,9,17,1369003
Trammel,768,384,835,386,0,9,17,1369003
Trammel,768,384,833,401,0,9,17,1369003
Trammel,768,384,844,401,0,9,17,1369003
Trammel,768,384,842,403,0,9,17,1369003
Trammel,768,384,834,418,0,9,17,1369003
Trammel,768,384,845,420,0,9,17,1369003
Trammel,768,384,817,427,0,9,17,1369003
Trammel,768,384,857,433,0,9,17,1369003
Trammel,768,384,805,434,0,9,17,1369003
Trammel,768,384,802,435,0,9,17,1369003
Trammel,768,384,866,438,0,9,17,1369003
Trammel,768,384,788,442,0,9,17,1369003
Trammel,768,384,780,450,0,9,17,1369003
Trammel,768,384,779,451,0,9,17,1369003
Trammel,768,384,868,455,0,9,17,1369003
Trammel,768,384,873,475,0,9,17,1369003
Trammel,768,512,860,581,0,9,17,1369003
Trammel,768,512,857,586,0,9,17,1369003
Trammel,768,512,849,598,0,9,17,1369003
Trammel,768,640,807,674,0,9,17,1216002
Trammel,768,640,788,677,0,9,17,1216002
Trammel,768,640,816,689,0,9,17,1216002
Trammel,768,640,807,691,0,9,17,1216002
Trammel,768,640,797,697,0,9,17,1216002
Trammel,768,768,823,775,0,9,17,1216002
Trammel,768,768,821,781,0,9,17,1216002
Trammel,768,768,809,782,0,9,17,1216002
Trammel,768,768,818,782,0,9,17,1216002
Trammel,768,768,806,783,0,9,17,1216002
Trammel,768,768,805,784,0,9,17,1216002
Trammel,768,768,801,790,0,9,17,1216002
Trammel,768,768,798,799,0,9,17,1216002
Trammel,768,768,811,801,0,9,17,1216002
Trammel,768,768,831,802,0,9,17,1216002
Trammel,768,768,821,809,0,9,17,1216002
Trammel,768,768,820,813,0,9,17,1216002
Trammel,768,768,818,818,0,9,17,1216002
Trammel,768,896,834,907,0,9,17,1216002
Trammel,768,896,831,909,0,9,17,1216002
Trammel,768,896,825,916,0,9,17,1216002
Trammel,768,896,821,922,0,9,17,1216002
Trammel,768,896,843,922,0,9,17,1216002
Trammel,768,896,840,924,0,9,17,1216002
Trammel,768,896,834,926,0,9,17,1216002
Trammel,768,896,819,930,0,9,17,1216002
Trammel,768,896,830,933,0,9,17,1216002
Trammel,768,1024,819,1039,0,9,17,1216002
Trammel,768,1024,812,1041,0,9,17,1216002
Trammel,768,1024,809,1044,0,9,17,1216002
Trammel,768,1024,807,1045,0,9,17,1216002
Trammel,768,1024,802,1055,0,9,17,1216002
Trammel,768,1024,821,1056,0,9,17,1216002
Trammel,768,1024,818,1058,0,9,17,1216002
Trammel,768,1024,816,1061,0,9,17,1216002
Trammel,768,1024,811,1063,0,9,17,1216002
Trammel,768,1024,810,1072,0,9,17,1216002
Trammel,768,1152,829,1162,0,9,17,1216002
Trammel,768,1152,853,1162,0,9,17,1216002
Trammel,768,1152,825,1164,0,9,17,1216002
Trammel,768,1152,817,1168,0,9,17,1216002
Trammel,768,1152,814,1174,0,9,17,1216002
Trammel,768,1152,843,1179,0,9,17,1216002
Trammel,768,1152,826,1181,0,9,17,1216002
Trammel,768,1152,811,1183,0,9,17,1216002
Trammel,768,1152,823,1185,0,9,17,1216002
Trammel,768,1152,861,1187,0,9,17,1216002
Trammel,768,1152,820,1191,0,9,17,1216002
Trammel,768,1152,835,1193,0,9,17,1216002
Trammel,768,1280,794,1318,0,9,17,1216002
Trammel,768,1280,793,1320,0,9,17,1216002
Trammel,768,1280,803,1321,0,9,17,1216002
Trammel,768,1280,789,1329,0,9,17,1216002
Trammel,768,1408,796,1435,0,9,17,1216002
Trammel,768,1408,807,1435,0,9,17,1216002
Trammel,768,1408,793,1436,0,9,17,1216002
Trammel,768,1408,805,1436,0,9,17,1216002
Trammel,768,1408,792,1438,0,9,17,1216002
Trammel,768,1408,789,1441,0,9,17,1216002
Trammel,768,1408,816,1444,0,9,17,1216002
Trammel,768,1408,786,1447,0,9,17,1216002
Trammel,768,1408,785,1451,0,9,17,1216002
Trammel,768,1408,802,1452,0,9,17,1216002
Trammel,768,1408,801,1453,0,9,17,1216002
Trammel,768,1408,781,1456,0,9,17,1216002
Trammel,768,1408,773,1459,0,9,17,1216002
Trammel,768,1408,770,1462,0,9,17,1216002
Trammel,768,1408,811,1465,0,9,17,1216002
Trammel,768,1408,790,1468,0,9,17,1216002
Trammel,768,1408,799,1468,0,9,17,1216002
Trammel,768,1408,810,1469,0,9,17,1216002
Trammel,768,1408,809,1470,0,9,17,1216002
Trammel,768,1408,808,1471,0,9,17,1216002
Trammel,768,1408,782,1473,0,9,17,1216002
Trammel,768,1792,782,1796,0,9,17,1369003
Trammel,768,1792,781,1801,0,9,17,1369003
Trammel,768,1792,791,1801,0,9,17,1369003
Trammel,768,1792,777,1811,0,9,17,1369003
Trammel,768,1792,768,1812,0,9,17,1369003
Trammel,768,1792,786,1818,0,9,17,1369003
Trammel,768,1792,885,1825,0,9,17,1369003
Trammel,768,1792,777,1828,0,9,17,1369003
Trammel,768,1792,883,1828,0,9,17,1369003
Trammel,768,1792,768,1829,0,9,17,1369003
Trammel,768,1792,881,1840,0,9,17,1369003
Trammel,768,1792,777,1845,0,9,17,1369003
Trammel,768,1792,768,1846,0,9,17,1369003
Trammel,768,1792,786,1846,0,9,17,1369003
Trammel,768,1792,865,1848,0,9,17,1369003
Trammel,768,1792,857,1849,0,9,17,1369003
Trammel,768,1792,877,1852,0,9,17,1369003
Trammel,768,1792,855,1854,0,9,17,1369003
Trammel,768,1792,875,1855,0,9,17,1369003
Trammel,768,1792,886,1857,0,9,17,1369003
Trammel,768,1792,854,1858,0,9,17,1369003
Trammel,768,1792,874,1859,0,9,17,1369003
Trammel,768,1792,795,1860,0,9,17,1369003
Trammel,768,1792,778,1862,0,9,17,1369003
Trammel,768,1792,768,1863,0,9,17,1369003
Trammel,768,1792,867,1865,0,9,17,1369003
Trammel,768,1792,804,1867,0,9,17,1369003
Trammel,768,1792,852,1869,0,9,17,1369003
Trammel,768,1792,884,1869,0,9,17,1369003
Trammel,768,1792,832,1871,0,9,17,1369003
Trammel,768,1792,883,1872,0,9,17,1369003
Trammel,768,1792,876,1876,0,9,17,1369003
Trammel,768,1792,787,1877,0,9,17,1369003
Trammel,768,1792,786,1879,0,9,17,1369003
Trammel,768,1792,841,1879,0,9,17,1369003
Trammel,768,1792,768,1880,0,9,17,1369003
Trammel,768,1792,850,1880,0,9,17,1369003
Trammel,768,1792,777,1882,0,9,17,1369003
Trammel,768,1792,868,1882,0,9,17,1369003
Trammel,768,1792,861,1883,0,9,17,1369003
Trammel,768,1792,833,1888,0,9,17,1369003
Trammel,768,1792,885,1889,0,9,17,1369003
Trammel,768,1792,771,1897,0,9,17,1369003
Trammel,768,1792,852,1897,0,9,17,1369003
Trammel,768,1792,844,1901,0,9,17,1369003
Trammel,768,1920,840,1920,0,9,17,1369003
Trammel,768,1920,849,1920,0,9,17,1369003
Trammel,768,1920,839,1929,0,9,17,1369003
Trammel,768,1920,768,1933,0,9,17,1369003
Trammel,768,1920,829,1936,0,9,17,1369003
Trammel,768,1920,848,1937,0,9,17,1369003
Trammel,768,1920,768,1950,0,9,17,1369003
Trammel,768,1920,783,1954,0,9,17,1369003
Trammel,768,1920,817,1955,0,9,17,1369003
Trammel,768,1920,779,1958,0,9,17,1369003
Trammel,768,1920,801,1961,0,9,17,1369003
Trammel,768,1920,831,1963,0,9,17,1369003
Trammel,768,1920,810,1968,0,9,17,1369003
Trammel,768,1920,797,1970,0,9,17,1369003
Trammel,768,1920,819,1972,0,9,17,1369003
Trammel,768,1920,786,1975,0,9,17,1369003
Trammel,768,1920,774,1978,0,9,17,1369003
Trammel,768,1920,795,1979,0,9,17,1369003
Trammel,768,1920,810,1985,0,9,17,1369003
Trammel,768,1920,877,1985,0,9,17,1369003
Trammel,768,1920,783,1986,0,9,17,1369003
Trammel,768,1920,876,1987,0,9,17,1369003
Trammel,768,1920,826,1989,0,9,17,1369003
Trammel,768,1920,835,1993,0,9,17,1369003
Trammel,768,1920,873,1996,0,9,17,1369003
Trammel,768,1920,866,2000,0,9,17,1369003
Trammel,768,1920,885,2002,0,9,17,1369003
Trammel,768,1920,853,2003,0,9,17,1369003
Trammel,768,1920,882,2004,0,9,17,1369003
Trammel,768,1920,862,2005,0,9,17,1369003
Trammel,768,2048,844,2065,0,9,17,1212002
Trammel,768,2048,838,2088,0,9,17,1212002
Trammel,768,2048,807,2128,0,9,17,1212002
Trammel,768,2048,805,2132,0,9,17,1212002
Trammel,768,2048,802,2134,0,9,17,1212002
Trammel,768,2048,801,2138,0,9,17,1212002
Trammel,768,2048,798,2146,0,9,17,1212002
Trammel,768,2048,814,2146,0,9,17,1212002
Trammel,768,2048,823,2146,0,9,17,1212002
Trammel,768,2048,811,2149,0,9,17,1212002
Trammel,768,2048,792,2151,0,9,17,1212002
Trammel,768,2048,810,2151,0,9,17,1212002
Trammel,768,2048,791,2155,2,9,17,1212002
Trammel,768,2048,807,2155,0,9,17,1212002
Trammel,768,2176,885,2197,0,9,17,1212002
Trammel,768,2176,808,2214,0,9,17,1212002
Trammel,768,2176,807,2216,0,9,17,1212002
Trammel,768,2176,869,2228,0,9,17,1212002
Trammel,768,2176,781,2230,0,9,17,1212002
Trammel,768,2176,841,2230,0,9,17,1212002
Trammel,768,2176,868,2230,0,9,17,1212002
Trammel,768,2176,829,2232,0,9,17,1212002
Trammel,768,2176,850,2232,0,9,17,1212002
Trammel,768,2176,885,2232,0,9,17,1212002
Trammel,768,2176,808,2233,0,9,17,1212002
Trammel,768,2176,838,2233,0,9,17,1212002
Trammel,768,2176,774,2236,0,9,17,1212002
Trammel,768,2176,805,2236,0,9,17,1212002
Trammel,768,2176,825,2236,0,9,17,1212002
Trammel,768,2176,768,2239,0,9,17,1212002
Trammel,768,2176,817,2239,0,9,17,1212002
Trammel,768,2176,867,2239,0,9,17,1212002
Trammel,768,2176,878,2239,0,9,17,1212002
Trammel,768,2176,865,2248,0,9,17,1212002
Trammel,768,2176,853,2249,0,9,17,1212002
Trammel,768,2176,814,2250,0,9,17,1212002
Trammel,768,2176,841,2250,0,9,17,1212002
Trammel,768,2176,809,2253,0,9,17,1212002
Trammel,768,2176,826,2253,0,9,17,1212002
Trammel,768,2176,835,2255,0,9,17,1212002
Trammel,768,2176,823,2256,0,9,17,1212002
Trammel,768,2176,862,2258,0,9,17,1212002
Trammel,768,2176,850,2259,0,9,17,1212002
Trammel,768,2176,859,2266,0,9,17,1212002
Trammel,768,2176,818,2267,0,9,17,1212002
Trammel,768,2176,844,2267,0,9,17,1212002
Trammel,768,2176,779,2269,0,9,17,1212002
Trammel,768,2176,813,2270,0,9,17,1212002
Trammel,768,2176,832,2270,0,9,17,1212002
Trammel,768,2176,841,2272,0,9,17,1212002
Trammel,768,2176,830,2273,0,9,17,1212002
Trammel,768,2176,853,2276,0,9,17,1212002
Trammel,768,2176,850,2284,0,9,17,1212002
Trammel,768,2304,783,2304,0,9,17,1212002
Trammel,768,2304,792,2304,0,9,17,1212002
Trammel,768,2304,817,2304,0,9,17,1212002
Trammel,768,2304,831,2309,0,9,17,1212002
Trammel,768,2304,845,2314,0,9,17,1212002
Trammel,768,2304,854,2317,0,9,17,1212002
Trammel,768,2304,826,2320,0,9,17,1212002
Trammel,768,2304,842,2320,0,9,17,1212002
Trammel,768,2304,873,2320,0,9,17,1212002
Trammel,768,2304,825,2321,0,9,17,1212002
Trammel,768,2304,867,2321,0,9,17,1212002
Trammel,768,2304,863,2323,0,9,17,1212002
Trammel,768,2304,835,2326,0,9,17,1212002
Trammel,768,2304,851,2331,0,9,17,1212002
Trammel,768,2304,823,2337,0,9,17,1212002
Trammel,768,2304,834,2337,0,9,17,1212002
Trammel,768,2304,846,2337,0,9,17,1212002
Trammel,768,2304,876,2337,0,9,17,1212002
Trammel,768,2304,813,2338,0,9,17,1212002
Trammel,768,2304,833,2338,0,9,17,1212002
Trammel,768,2304,873,2338,0,9,17,1212002
Trammel,768,2304,844,2340,0,9,17,1212002
Trammel,768,2304,822,2341,0,9,17,1212002
Trammel,768,2304,832,2341,0,9,17,1212002
Trammel,768,2304,869,2341,0,9,17,1212002
Trammel,768,2304,843,2343,0,9,17,1212002
Trammel,768,2304,811,2344,0,9,17,1212002
Trammel,768,2304,867,2350,0,9,17,1212002
Trammel,768,2304,831,2354,0,9,17,1212002
Trammel,768,2304,842,2354,0,9,17,1212002
Trammel,768,2304,866,2354,0,9,17,1212002
Trammel,768,2304,820,2355,0,9,17,1212002
Trammel,768,2304,841,2355,0,9,17,1212002
Trammel,768,2304,830,2358,0,9,17,1212002
Trammel,768,2304,840,2358,0,9,17,1212002
Trammel,768,2304,865,2359,0,9,17,1212002
Trammel,768,2304,864,2360,0,9,17,1212002
Trammel,768,2304,876,2360,0,9,17,1212002
Trammel,768,2304,817,2361,0,9,17,1212002
Trammel,768,2304,855,2366,0,9,17,1212002
Trammel,768,2304,875,2367,0,9,17,1212002
Trammel,768,2304,829,2370,0,9,17,1212002
Trammel,768,2304,853,2370,0,9,17,1212002
Trammel,768,2304,801,2371,0,9,17,1212002
Trammel,768,2304,874,2371,0,9,17,1212002
Trammel,768,2304,828,2372,0,9,17,1212002
Trammel,768,2304,877,2398,0,9,17,1212002
Trammel,768,2304,886,2401,0,9,17,1212002
Trammel,768,2304,873,2402,0,9,17,1212002
Trammel,768,2304,870,2407,0,9,17,1212002
Trammel,768,2304,834,2409,0,9,17,1212002
Trammel,768,2432,878,2434,0,9,17,1369003
Trammel,768,2432,872,2445,1,9,17,1369003
Trammel,896,256,960,267,0,9,17,1369003
Trammel,896,256,959,268,0,9,17,1369003
Trammel,896,256,958,270,0,9,17,1369003
Trammel,896,256,956,272,0,9,17,1369003
Trammel,896,256,955,274,0,9,17,1369003
Trammel,896,256,954,275,0,9,17,1369003
Trammel,896,256,952,276,0,9,17,1369003
Trammel,896,256,951,277,0,9,17,1369003
Trammel,896,256,950,278,0,9,17,1369003
Trammel,896,256,969,278,0,9,17,1369003
Trammel,896,256,949,279,0,9,17,1369003
Trammel,896,256,948,280,0,9,17,1369003
Trammel,896,256,947,281,0,9,17,1369003
Trammel,896,256,946,282,0,9,17,1369003
Trammel,896,256,945,283,0,9,17,1369003
Trammel,896,256,978,283,0,9,17,1369003
Trammel,896,256,944,284,0,9,17,1369003
Trammel,896,256,968,284,0,9,17,1369003
Trammel,896,256,967,285,0,9,17,1369003
Trammel,896,256,943,286,0,9,17,1369003
Trammel,896,256,965,287,0,9,17,1369003
Trammel,896,256,964,289,0,9,17,1369003
Trammel,896,256,963,291,0,9,17,1369003
Trammel,896,256,958,295,0,9,17,1369003
Trammel,896,256,957,296,0,9,17,1369003
Trammel,896,256,993,303,0,9,17,1369003
Trammel,896,256,947,310,-1,9,17,1369003
Trammel,896,256,956,313,0,9,17,1369003
Trammel,896,256,936,321,0,9,17,1369003
Trammel,896,256,934,322,0,9,17,1369003
Trammel,896,256,932,323,0,9,17,1369003
Trammel,896,256,930,324,0,9,17,1369003
Trammel,896,256,929,325,0,9,17,1369003
Trammel,896,256,947,327,0,9,17,1369003
Trammel,896,256,1001,328,0,9,17,1369003
Trammel,896,256,924,329,0,9,17,1369003
Trammel,896,256,922,330,0,9,17,1369003
Trammel,896,256,920,331,0,9,17,1369003
Trammel,896,256,913,332,0,9,17,1369003
Trammel,896,256,945,332,0,9,17,1369003
Trammel,896,256,943,338,0,9,17,1369003
Trammel,896,256,941,339,0,9,17,1369003
Trammel,896,256,939,340,0,9,17,1369003
Trammel,896,256,938,341,0,9,17,1369003
Trammel,896,256,934,342,0,9,17,1369003
Trammel,896,256,933,344,0,9,17,1369003
Trammel,896,256,931,346,0,9,17,1369003
Trammel,896,256,931,363,0,9,17,1369003
Trammel,896,384,931,384,0,9,17,1369003
Trammel,896,384,930,388,0,9,17,1369003
Trammel,896,384,929,389,0,9,17,1369003
Trammel,896,384,965,397,0,9,17,1369003
Trammel,896,384,961,400,0,9,17,1369003
Trammel,896,384,919,405,0,9,17,1369003
Trammel,896,384,917,406,0,9,17,1369003
Trammel,896,384,916,408,0,9,17,1369003
Trammel,896,384,915,409,0,9,17,1369003
Trammel,896,384,914,410,0,9,17,1369003
Trammel,896,384,913,412,0,9,17,1369003
Trammel,896,384,920,429,0,9,17,1369003
Trammel,896,384,981,446,0,9,17,1369003
Trammel,896,384,929,448,0,9,17,1369003
Trammel,896,384,990,450,0,9,17,1369003
Trammel,896,384,1010,450,-1,9,17,1369003
Trammel,896,384,999,451,0,9,17,1369003
Trammel,896,384,989,463,0,9,17,1369003
Trammel,896,512,981,523,0,9,17,1369003
Trammel,896,512,979,526,0,9,17,1369003
Trammel,896,512,976,528,0,9,17,1369003
Trammel,896,512,991,530,0,9,17,1369003
Trammel,896,512,973,532,0,9,17,1369003
Trammel,896,512,990,538,0,9,17,1369003
Trammel,896,512,988,540,0,9,17,1369003
Trammel,896,512,985,543,0,9,17,1369003
Trammel,896,640,982,646,0,9,17,1369003
Trammel,896,640,899,691,0,9,17,1369003
Trammel,896,768,921,771,0,9,17,1369003
Trammel,896,768,947,837,0,9,17,1369003
Trammel,896,768,943,839,0,9,17,1369003
Trammel,896,768,940,840,0,9,17,1369003
Trammel,896,768,931,847,0,9,17,1369003
Trammel,896,768,943,857,0,9,17,1369003
Trammel,896,768,939,864,0,9,17,1369003
Trammel,896,896,929,899,0,9,17,1369003
Trammel,896,896,960,958,0,9,17,1369003
Trammel,896,896,973,958,0,9,17,1369003
Trammel,896,896,953,959,0,9,17,1369003
Trammel,896,896,951,964,0,9,17,1369003
Trammel,896,896,969,969,0,9,17,1369003
Trammel,896,896,984,974,0,9,17,1369003
Trammel,896,896,943,978,0,9,17,1369003
Trammel,896,896,957,984,0,9,17,1369003
Trammel,896,1024,941,1098,0,9,17,1369003
Trammel,896,1024,938,1099,0,9,17,1369003
Trammel,896,1024,951,1101,0,9,17,1369003
Trammel,896,1024,929,1108,0,9,17,1369003
Trammel,896,1024,950,1108,0,9,17,1369003
Trammel,896,1024,939,1116,0,9,17,1369003
Trammel,896,1152,960,1213,0,9,17,1369003
Trammel,896,1152,958,1214,0,9,17,1369003
Trammel,896,1152,957,1215,0,9,17,1369003
Trammel,896,1152,954,1216,0,9,17,1369003
Trammel,896,1152,949,1217,0,9,17,1369003
Trammel,896,1152,948,1219,0,9,17,1369003
Trammel,896,1152,978,1219,0,9,17,1369003
Trammel,896,1152,945,1220,0,9,17,1369003
Trammel,896,1152,967,1230,0,9,17,1369003
Trammel,896,1152,958,1233,0,9,17,1369003
Trammel,896,1152,957,1234,0,9,17,1369003
Trammel,896,1152,954,1236,0,9,17,1369003
Trammel,896,1152,952,1237,0,9,17,1369003
Trammel,896,1152,976,1239,0,9,17,1369003
Trammel,896,1152,945,1240,0,9,17,1369003
Trammel,896,1280,988,1301,0,9,17,1369003
Trammel,896,1280,981,1302,0,9,17,1369003
Trammel,896,1280,978,1303,0,9,17,1369003
Trammel,896,1280,977,1305,0,9,17,1369003
Trammel,896,1280,973,1306,0,9,17,1369003
Trammel,896,1280,972,1312,0,9,17,1369003
Trammel,896,1664,925,1664,0,9,17,1369003
Trammel,896,1664,934,1664,0,9,17,1369003
Trammel,896,1664,943,1664,0,9,17,1369003
Trammel,896,1664,956,1672,0,9,17,1369003
Trammel,896,1664,952,1677,0,9,17,1369003
Trammel,896,1792,983,1792,0,9,17,1369003
Trammel,896,1792,992,1792,0,9,17,1369003
Trammel,896,1792,1003,1801,0,9,17,1369003
Trammel,896,1792,1001,1805,0,9,17,1369003
Trammel,896,1792,997,1809,0,9,17,1369003
Trammel,896,1792,896,1823,0,9,17,1369003
Trammel,896,1792,997,1826,0,9,17,1369003
Trammel,896,1792,994,1828,0,9,17,1369003
Trammel,896,1792,899,1840,0,9,17,1369003
Trammel,896,1792,989,1841,0,9,17,1369003
Trammel,896,1792,988,1843,0,9,17,1369003
Trammel,896,1792,985,1847,0,9,17,1369003
Trammel,896,1792,896,1849,0,9,17,1369003
Trammel,896,1792,915,1852,0,9,17,1369003
Trammel,896,1792,981,1857,0,9,17,1369003
Trammel,896,1792,994,1861,0,9,17,1369003
Trammel,896,1792,990,1864,0,9,17,1369003
Trammel,896,1792,896,1866,0,9,17,1369003
