MapName,ChunkX,ChunkY,CenterX,CenterY,RegionCode,OreCap,WoodCap,FishCap,FarmCap,TanCap
Felucca,2,10,320,1344,0,21575,1504,1000,0,1504
Felucca,2,11,320,1472,0,47845,618,1000,0,618
Felucca,2,12,320,1600,0,1560,452,2000,0,452
Felucca,2,13,320,1728,0,0,0,4000,0,0
Felucca,2,14,320,1856,0,0,0,4000,0,0
Felucca,2,15,320,1984,0,0,0,4000,0,0
Felucca,2,16,320,2112,0,0,0,4000,0,0
Felucca,2,17,320,2240,0,0,0,4000,0,0
Felucca,2,18,320,2368,0,0,0,4000,0,0
Felucca,2,19,320,2496,0,0,0,4000,0,0
Felucca,2,20,320,2624,0,0,0,4000,0,0
Felucca,2,21,320,2752,0,0,0,4000,0,0
Felucca,2,22,320,2880,0,0,0,4000,0,0
Felucca,2,23,320,3008,0,0,0,4000,0,0
Felucca,2,24,320,3136,0,0,0,4000,0,0
Felucca,2,25,320,3264,0,0,0,4000,0,0
Felucca,2,26,320,3392,0,0,0,4000,0,0
Felucca,2,27,320,3520,0,0,0,4000,0,0
Felucca,2,28,320,3648,0,0,0,4000,0,0
Felucca,2,29,320,3776,0,0,0,4000,0,0
Felucca,2,30,320,3904,0,0,0,4000,0,0
Felucca,2,31,320,4032,0,0,0,4000,0,0
Felucca,3,0,448,64,0,0,0,4000,0,0
Felucca,3,1,448,192,0,0,0,4000,0,0
Felucca,3,2,448,320,0,0,0,4000,0,0
Felucca,3,3,448,448,0,0,0,4000,0,0
Felucca,3,4,448,576,0,0,0,4000,0,0
Felucca,3,5,448,704,210800,0,0,4000,0,0
Felucca,3,6,448,832,210800,200,175,2000,0,175
Felucca,3,7,448,960,210800,0,369,1000,0,369
Felucca,3,8,448,1088,210800,200,345,2000,0,345
Felucca,3,9,448,1216,210800,200,382,1000,0,382
Felucca,3,10,448,1344,0,6670,2160,1000,0,2160
Felucca,3,11,448,1472,0,68700,308,0,0,308
Felucca,3,12,448,1600,0,22010,2166,0,0,2166
Felucca,3,13,448,1728,0,200,822,2000,0,822
Felucca,3,14,448,1856,0,0,0,4000,0,0
Felucca,3,15,448,1984,0,1335,124,2000,0,124
Felucca,3,16,448,2112,0,200,384,2000,0,384
Felucca,3,17,448,2240,0,0,0,4000,0,0
Felucca,3,18,448,2368,0,0,0,4000,0,0
Felucca,3,19,448,2496,0,0,0,4000,0,0
Felucca,3,20,448,2624,0,0,0,4000,0,0
Felucca,3,21,448,2752,0,0,0,4000,0,0
Felucca,3,22,448,2880,0,0,0,4000,0,0
Felucca,3,23,448,3008,0,0,0,4000,0,0
Felucca,3,24,448,3136,0,0,0,4000,0,0
Felucca,3,25,448,3264,0,0,0,4000,0,0
Felucca,3,26,448,3392,0,0,0,4000,0,0
Felucca,3,27,448,3520,0,0,0,4000,0,0
Felucca,3,28,448,3648,0,0,0,4000,0,0
Felucca,3,29,448,3776,0,0,0,4000,0,0
Felucca,3,30,448,3904,0,0,0,4000,0,0
Felucca,3,31,448,4032,0,0,0,4000,0,0
Felucca,4,0,576,64,0,0,0,4000,0,0
Felucca,4,1,576,192,0,0,0,4000,0,0
Felucca,4,2,576,320,0,0,0,4000,0,0
Felucca,4,3,576,448,0,0,0,4000,0,0
Felucca,4,4,576,576,0,0,0,4000,0,0
Felucca,4,5,576,704,210800,200,2,4000,0,2
Felucca,4,6,576,832,210800,200,120,1000,0,120
Felucca,4,7,576,960,210800,0,297,0,0,297
Felucca,4,8,576,1088,210800,0,742,0,0,742
Felucca,4,9,576,1216,210800,0,826,0,0,826
Felucca,4,10,576,1344,0,200,2472,1000,0,2472
Felucca,4,11,576,1472,0,22595,2218,0,0,2218
Felucca,4,12,576,1600,0,53570,928,0,0,928
Felucca,4,13,576,1728,0,200,1408,2000,0,1408
Felucca,4,14,576,1856,0,0,0,4000,0,0
Felucca,4,15,576,1984,0,20,0,4000,0,0
Felucca,4,16,576,2112,210500,675,289,1000,0,289
Felucca,4,17,576,2240,210500,200,117,1000,0,117
Felucca,4,18,576,2368,210500,0,0,4000,0,0
Felucca,4,19,576,2496,0,0,0,4000,0,0
Felucca,4,20,576,2624,0,0,0,4000,0,0
Felucca,4,21,576,2752,0,0,0,4000,0,0
Felucca,4,22,576,2880,0,0,0,4000,0,0
Felucca,4,23,576,3008,0,0,0,4000,0,0
Felucca,4,24,576,3136,0,0,0,4000,0,0
Felucca,4,25,576,3264,0,0,0,4000,0,0
Felucca,4,26,576,3392,0,0,0,4000,0,0
Felucca,4,27,576,3520,0,0,0,4000,0,0
Felucca,4,28,576,3648,0,0,0,4000,0,0
Felucca,4,29,576,3776,0,0,0,4000,0,0
Felucca,4,30,576,3904,0,0,0,4000,0,0
Felucca,4,31,576,4032,0,0,0,4000,0,0
Felucca,5,0,704,64,0,0,0,4000,0,0
Felucca,5,1,704,192,0,0,0,4000,0,0
Felucca,5,2,704,320,0,0,0,4000,0,0
Felucca,5,3,704,448,0,0,0,4000,0,0
Felucca,5,4,704,576,0,200,168,2000,0,168
Felucca,5,5,704,704,210800,200,244,1000,0,244
Felucca,5,6,704,832,210800,0,308,0,0,308
Felucca,5,7,704,960,210800,0,292,0,0,292
Felucca,5,8,704,1088,210800,0,741,0,0,741
Felucca,5,9,704,1216,210800,0,861,0,0,861
Felucca,5,10,704,1344,0,0,2468,0,0,2468
Felucca,5,11,704,1472,0,160,2880,0,0,2880
Felucca,5,12,704,1600,0,65080,592,0,0,592
Felucca,5,13,704,1728,0,12795,1140,2000,0,1140
Felucca,5,14,704,1856,0,200,1038,1000,0,1038
Felucca,5,15,704,1984,0,200,494,2000,0,494
Felucca,5,16,704,2112,210500,200,344,1000,0,344
Felucca,5,17,704,2240,210500,200,198,2000,0,198
Felucca,5,18,704,2368,210500,200,45,2000,0,45
Felucca,5,19,704,2496,0,0,0,4000,0,0
Felucca,5,20,704,2624,0,0,0,4000,0,0
Felucca,5,21,704,2752,0,0,0,4000,0,0
Felucca,5,22,704,2880,0,0,0,4000,0,0
Felucca,5,23,704,3008,0,0,0,4000,0,0
Felucca,5,24,704,3136,0,0,0,4000,0,0
Felucca,5,25,704,3264,0,0,0,4000,0,0
Felucca,5,26,704,3392,210900,0,0,4000,0,0
Felucca,5,27,704,3520,210900,0,0,4000,0,0
Felucca,5,28,704,3648,210900,0,0,4000,0,0
Felucca,5,29,704,3776,210900,0,0,4000,0,0
Felucca,5,30,704,3904,210900,0,0,4000,0,0
Felucca,5,31,704,4032,210900,0,0,4000,0,0
Felucca,6,13,832,1728,0,4495,2566,1000,0,2566
Felucca,6,14,832,1856,0,0,1628,0,0,1628
Felucca,6,15,832,1984,0,200,1040,1000,0,1040
Felucca,6,16,832,2112,210500,200,417,1000,0,417
Felucca,6,17,832,2240,210500,0,418,0,0,418
Felucca,6,18,832,2368,210500,200,242,1000,0,242
Felucca,6,19,832,2496,0,200,56,2000,0,56
Felucca,6,20,832,2624,0,0,0,4000,0,0
Felucca,6,21,832,2752,0,0,0,4000,0,0
Felucca,6,22,832,2880,0,0,0,4000,0,0
Felucca,6,23,832,3008,0,0,0,4000,0,0
Felucca,6,24,832,3136,0,0,0,4000,0,0
Felucca,6,25,832,3264,0,0,0,4000,0,0
Felucca,6,26,832,3392,210900,0,0,4000,0,0
Felucca,6,27,832,3520,210900,0,0,4000,0,0
Felucca,6,28,832,3648,210900,0,0,4000,0,0
Felucca,6,29,832,3776,210900,0,0,4000,0,0
Felucca,6,30,832,3904,210900,0,0,4000,0,0
Felucca,6,31,832,4032,210900,0,0,4000,0,0
Felucca,7,13,960,1728,0,0,2890,0,0,2890
Felucca,7,14,960,1856,0,0,1964,0,0,1964
Felucca,7,15,960,1984,0,0,2260,0,0,2260
Felucca,7,16,960,2112,0,0,2026,0,0,2026
Felucca,7,17,960,2240,0,0,2332,0,0,2332
Felucca,7,18,960,2368,0,0,1694,0,0,1694
Felucca,7,19,960,2496,0,0,2258,1000,0,2258
Felucca,7,20,960,2624,0,200,1596,1000,0,1596
Felucca,7,21,960,2752,0,0,276,2000,0,276
Felucca,7,22,960,2880,0,0,0,4000,0,0
Felucca,7,23,960,3008,0,0,0,4000,0,0
Felucca,7,24,960,3136,0,0,0,4000,0,0
Felucca,7,25,960,3264,0,0,0,4000,0,0
Felucca,7,26,960,3392,210900,0,0,4000,0,0
Felucca,7,27,960,3520,210900,0,0,4000,0,0
Felucca,7,28,960,3648,210900,0,0,4000,0,0
Felucca,7,29,960,3776,210900,0,0,4000,0,0
Felucca,7,30,960,3904,210900,0,0,4000,0,0
Felucca,7,31,960,4032,210900,0,0,4000,0,0
Felucca,8,13,1088,1728,0,52505,932,0,0,932
Felucca,8,14,1088,1856,0,51615,730,0,0,730
Felucca,8,15,1088,1984,0,26605,1862,0,0,1862
Felucca,8,16,1088,2112,0,0,2926,0,0,2926
Felucca,8,17,1088,2240,0,610,300,0,0,300
Felucca,8,18,1088,2368,0,0,3310,0,0,3310
Felucca,8,19,1088,2496,0,21995,1492,0,0,1492
Felucca,8,20,1088,2624,0,47780,710,0,0,710
Felucca,8,21,1088,2752,0,2345,956,1000,0,956
Felucca,8,22,1088,2880,0,200,36,2000,0,36
Felucca,8,23,1088,3008,0,200,60,2000,0,60
Felucca,8,24,1088,3136,0,200,1496,2000,0,1496
Felucca,8,25,1088,3264,0,200,54,2000,0,54
Felucca,8,26,1088,3392,210900,200,419,2000,0,419
Felucca,8,27,1088,3520,210900,200,708,2000,0,708
Felucca,8,28,1088,3648,210900,200,57,2000,0,57
Felucca,8,29,1088,3776,210900,0,0,4000,0,0
Felucca,8,30,1088,3904,210900,0,0,4000,0,0
Felucca,8,31,1088,4032,210900,0,0,4000,0,0
Felucca,9,11,1216,1472,210100,14595,750,0,0,750
Felucca,9,12,1216,1600,210100,0,559,0,0,559
Felucca,9,13,1216,1728,210100,8520,406,0,0,406
Felucca,9,14,1216,1856,210100,6885,319,0,0,319
Felucca,9,15,1216,1984,0,29800,1636,0,0,1636
Felucca,9,16,1216,2112,0,0,2688,0,0,2688
Felucca,9,17,1216,2240,0,430,586,0,0,586
Felucca,9,18,1216,2368,0,0,3008,0,0,3008
Felucca,9,19,1216,2496,0,1725,2756,0,0,2756
Felucca,9,20,1216,2624,0,50575,506,0,0,506
Felucca,9,21,1216,2752,0,1650,1072,1000,0,1072
Felucca,9,22,1216,2880,0,200,66,2000,0,66
Felucca,9,23,1216,3008,0,200,74,2000,0,74
Felucca,9,24,1216,3136,0,0,0,4000,0,0
Felucca,9,25,1216,3264,0,0,0,4000,0,0
Felucca,9,26,1216,3392,210900,200,143,2000,0,143
Felucca,9,27,1216,3520,210900,200,583,2000,0,583
Felucca,9,28,1216,3648,210900,200,125,2000,0,125
Felucca,9,29,1216,3776,210900,200,20,2000,0,20
Felucca,9,30,1216,3904,210900,0,0,4000,0,0
Felucca,9,31,1216,4032,210900,0,0,4000,0,0
Felucca,10,11,1344,1472,210100,285,571,0,0,571
Felucca,10,12,1344,1600,210100,0,113,0,0,113
Felucca,10,13,1344,1728,210100,200,199,0,0,199
Felucca,10,14,1344,1856,210100,0,591,0,0,591
Felucca,10,15,1344,1984,0,0,2728,0,0,2728
Felucca,10,16,1344,2112,0,200,2638,0,0,2638
Felucca,10,17,1344,2240,0,200,2410,0,0,2410
Felucca,10,18,1344,2368,0,200,2614,0,0,2614
Felucca,10,19,1344,2496,0,200,2484,0,0,2484
Felucca,10,20,1344,2624,0,44070,672,0,0,672
Felucca,10,21,1344,2752,0,26930,1116,1000,0,1116
Felucca,10,22,1344,2880,0,8345,1594,1000,0,1594
Felucca,10,23,1344,3008,0,200,3180,2000,0,3180
Felucca,10,24,1344,3136,0,200,3828,1000,0,3828
Felucca,10,25,1344,3264,0,0,0,4000,0,0
Felucca,10,26,1344,3392,210900,0,0,4000,0,0
Felucca,10,27,1344,3520,210900,0,0,4000,0,0
Felucca,10,28,1344,3648,210900,200,229,2000,0,229
Felucca,10,29,1344,3776,210900,200,113,1000,0,113
Felucca,10,30,1344,3904,210900,200,16,2000,0,16
Felucca,10,31,1344,4032,210900,200,33,2000,0,33
Felucca,11,11,1472,1472,210100,915,342,1000,0,342
Felucca,11,12,1472,1600,210100,200,31,0,0,31
Felucca,11,13,1472,1728,210100,200,27,1000,0,27
Felucca,11,14,1472,1856,210100,200,307,2000,0,307
Felucca,11,15,1472,1984,0,0,3006,0,0,3006
Felucca,11,16,1472,2112,0,200,2734,0,0,2734
Felucca,11,17,1472,2240,0,200,2922,0,0,2922
Felucca,11,18,1472,2368,0,0,2974,0,0,2974
Felucca,11,19,1472,2496,0,0,2432,0,0,2432
Felucca,11,20,1472,2624,0,2075,2696,0,0,2696
Felucca,11,21,1472,2752,0,53705,522,0,0,522
Felucca,11,22,1472,2880,0,59655,796,0,0,796
Felucca,11,23,1472,3008,0,19490,3998,0,0,3998
Felucca,11,24,1472,3136,0,0,5284,0,0,5284
Felucca,11,25,1472,3264,0,200,1784,2000,0,1784
Felucca,11,26,1472,3392,210900,0,0,4000,0,0
Felucca,11,27,1472,3520,210900,0,0,4000,0,0
Felucca,11,28,1472,3648,210900,200,144,2000,0,144
Felucca,11,29,1472,3776,210900,200,136,1000,0,136
Felucca,11,30,1472,3904,210900,200,70,2000,0,70
Felucca,11,31,1472,4032,210900,200,87,2000,0,87
Felucca,12,11,1600,1472,210100,200,325,1000,0,325
Felucca,12,12,1600,1600,210100,0,150,0,0,150
Felucca,12,13,1600,1728,210100,200,118,1000,0,118
Felucca,12,14,1600,1856,210100,200,91,2000,0,91
Felucca,12,16,1600,2112,0,200,1284,1000,0,1284
Felucca,12,17,1600,2240,0,0,2856,0,0,2856
Felucca,12,18,1600,2368,0,0,3038,0,0,3038
Felucca,12,19,1600,2496,230800,0,2542,0,0,2542
Felucca,12,20,1600,2624,0,0,2870,0,0,2870
Felucca,12,21,1600,2752,0,0,3132,0,0,3132
Felucca,12,22,1600,2880,0,5185,4564,0,0,4564
Felucca,12,23,1600,3008,0,4170,5330,0,0,5330
Felucca,12,24,1600,3136,0,2050,5574,0,0,5574
Felucca,12,25,1600,3264,0,13635,3196,1000,0,3196
Felucca,12,26,1600,3392,210900,200,554,2000,0,554
Felucca,12,27,1600,3520,210900,200,24,2000,0,24
Felucca,12,28,1600,3648,210900,0,0,4000,0,0
Felucca,12,29,1600,3776,210900,0,0,4000,0,0
Felucca,12,30,1600,3904,210900,0,0,4000,0,0
Felucca,12,31,1600,4032,210900,0,0,4000,0,0
Felucca,13,11,1728,1472,210100,0,774,0,0,774
Felucca,13,12,1728,1600,210100,695,117,2000,0,117
Felucca,13,13,1728,1728,210100,0,13,4000,0,13
Felucca,13,14,1728,1856,210100,0,0,4000,0,0
Felucca,13,16,1728,2112,0,200,52,2000,0,52
Felucca,13,17,1728,2240,0,200,1708,1000,0,1708
Felucca,13,18,1728,2368,0,0,2756,0,0,2756
Felucca,13,19,1728,2496,0,0,2660,0,0,2660
Felucca,13,20,1728,2624,0,200,2230,1000,0,2230
Felucca,13,21,1728,2752,0,0,2866,0,0,2866
Felucca,13,22,1728,2880,0,1685,4002,0,0,4002
Felucca,13,23,1728,3008,0,11865,4250,0,0,4250
Felucca,13,24,1728,3136,0,0,4822,0,0,4822
Felucca,13,25,1728,3264,0,0,5348,0,0,5348
Felucca,13,26,1728,3392,210900,200,1120,1000,0,1120
Felucca,13,27,1728,3520,210900,200,795,1000,0,795
Felucca,13,28,1728,3648,210900,0,0,4000,0,0
Felucca,13,29,1728,3776,210900,0,0,4000,0,0
Felucca,13,30,1728,3904,210900,0,0,4000,0,0
Felucca,13,31,1728,4032,210900,0,0,4000,0,0
Felucca,14,16,1856,2112,0,200,28,2000,0,28
Felucca,14,17,1856,2240,0,200,130,1000,0,130
Felucca,14,18,1856,2368,0,0,236,0,0,236
Felucca,14,19,1856,2496,0,200,96,1000,0,96
Felucca,14,20,1856,2624,0,255,362,1000,0,362
Felucca,14,21,1856,2752,210600,200,66,0,0,66
Felucca,14,22,1856,2880,210600,270,147,0,0,147
Felucca,14,23,1856,3008,0,300,700,1000,0,700
Felucca,14,24,1856,3136,0,0,3422,0,0,3422
Felucca,14,25,1856,3264,0,0,3970,0,0,3970
Felucca,14,26,1856,3392,210900,0,1824,0,0,1824
Felucca,14,27,1856,3520,210900,200,533,2000,0,533
Felucca,14,28,1856,3648,210900,0,0,4000,0,0
Felucca,14,29,1856,3776,210900,0,0,4000,0,0
Felucca,14,30,1856,3904,210900,0,0,4000,0,0
Felucca,14,31,1856,4032,210900,0,0,4000,0,0
Felucca,15,16,1984,2112,0,200,36,2000,0,36
Felucca,15,17,1984,2240,0,200,138,2000,0,138
Felucca,15,18,1984,2368,0,200,148,2000,0,148
Felucca,15,19,1984,2496,0,0,0,4000,0,0
Felucca,15,20,1984,2624,0,200,0,2000,0,0
Felucca,15,21,1984,2752,210600,660,78,1000,0,78
Felucca,15,22,1984,2880,210600,860,93,1000,0,93
Felucca,15,23,1984,3008,0,35,340,2000,0,340
Felucca,15,24,1984,3136,0,0,3382,0,0,3382
Felucca,15,25,1984,3264,0,0,6996,0,0,6996
Felucca,15,26,1984,3392,210900,200,1346,1000,0,1346
Felucca,15,27,1984,3520,210900,200,202,2000,0,202
Felucca,15,28,1984,3648,210900,0,0,4000,0,0
Felucca,15,29,1984,3776,210900,0,0,4000,0,0
Felucca,15,30,1984,3904,210900,0,0,4000,0,0
Felucca,15,31,1984,4032,210900,0,0,4000,0,0
Felucca,16,16,2112,2112,0,200,1306,1000,0,1306
Felucca,16,17,2112,2240,0,200,124,2000,0,124
Felucca,16,18,2112,2368,0,200,130,2000,0,130
Felucca,16,19,2112,2496,0,0,0,4000,0,0
Felucca,16,20,2112,2624,0,200,48,2000,0,48
Felucca,16,21,2112,2752,210600,200,12,2000,0,12
Felucca,16,22,2112,2880,210600,200,2,2000,0,2
Felucca,16,23,2112,3008,0,305,454,1000,0,454
Felucca,16,24,2112,3136,0,200,2226,1000,0,2226
Felucca,16,25,2112,3264,0,200,1604,2000,0,1604
Felucca,16,26,2112,3392,0,200,4726,1000,0,4726
Felucca,16,27,2112,3520,0,200,724,2000,0,724
Felucca,16,28,2112,3648,0,200,1302,2000,0,1302
Felucca,16,29,2112,3776,0,0,0,4000,0,0
Felucca,16,30,2112,3904,0,200,1040,2000,0,1040
Felucca,16,31,2112,4032,0,200,780,2000,0,780
Felucca,17,16,2240,2112,0,200,122,2000,0,122
Felucca,17,17,2240,2240,0,0,0,4000,0,0
Felucca,17,18,2240,2368,0,0,0,4000,0,0
Felucca,17,19,2240,2496,0,0,0,4000,0,0
Felucca,17,20,2240,2624,0,0,0,4000,0,0
Felucca,17,21,2240,2752,0,0,0,4000,0,0
Felucca,17,22,2240,2880,0,0,0,4000,0,0
Felucca,17,23,2240,3008,0,200,36,4000,0,36
Felucca,17,24,2240,3136,0,0,0,4000,0,0
Felucca,17,25,2240,3264,0,0,110,4000,0,110
Felucca,17,26,2240,3392,0,200,936,2000,0,936
Felucca,17,27,2240,3520,0,0,0,4000,0,0
Felucca,17,28,2240,3648,0,0,0,4000,0,0
Felucca,17,29,2240,3776,0,0,0,4000,0,0
Felucca,17,30,2240,3904,0,0,48,4000,0,48
Felucca,17,31,2240,4032,0,200,92,2000,0,92
Felucca,18,16,2368,2112,0,0,0,4000,0,0
Felucca,18,17,2368,2240,0,0,0,4000,0,0
Felucca,18,18,2368,2368,0,0,0,4000,0,0
Felucca,18,19,2368,2496,0,0,0,4000,0,0
Felucca,18,20,2368,2624,0,0,0,4000,0,0
Felucca,18,21,2368,2752,0,0,0,4000,0,0
Felucca,18,22,2368,2880,0,0,0,4000,0,0
Felucca,18,23,2368,3008,0,0,0,4000,0,0
Felucca,18,24,2368,3136,0,0,0,4000,0,0
Felucca,18,25,2368,3264,0,0,0,4000,0,0
Felucca,18,26,2368,3392,0,200,686,2000,0,686
Felucca,18,27,2368,3520,0,200,2602,2000,0,2602
Felucca,18,28,2368,3648,0,0,0,4000,0,0
Felucca,18,29,2368,3776,0,0,0,4000,0,0
Felucca,18,30,2368,3904,0,200,878,2000,0,878
Felucca,18,31,2368,4032,0,0,0,4000,0,0
Felucca,19,0,2496,64,210300,33790,12,1000,0,12
Felucca,19,1,2496,192,210300,2235,260,1000,0,260
Felucca,19,2,2496,320,210300,200,83,2000,0,83
Felucca,19,3,2496,448,210300,3505,270,0,0,270
Felucca,19,4,2496,576,210300,200,179,1000,0,179
Felucca,19,16,2496,2112,0,0,0,4000,0,0
Felucca,19,17,2496,2240,0,0,0,4000,0,0
Felucca,19,18,2496,2368,0,0,0,4000,0,0
Felucca,19,19,2496,2496,0,0,0,4000,0,0
Felucca,19,20,2496,2624,0,0,0,4000,0,0
Felucca,19,21,2496,2752,0,0,0,4000,0,0
Felucca,19,22,2496,2880,0,0,0,4000,0,0
Felucca,19,23,2496,3008,0,0,0,4000,0,0
Felucca,19,24,2496,3136,0,0,0,4000,0,0
Felucca,19,25,2496,3264,0,0,0,4000,0,0
Felucca,19,26,2496,3392,0,0,0,4000,0,0
Felucca,19,27,2496,3520,0,200,940,2000,0,940
Felucca,19,28,2496,3648,0,200,1888,2000,0,1888
Felucca,19,29,2496,3776,0,0,0,4000,0,0
Felucca,19,30,2496,3904,0,200,3092,2000,0,3092
Felucca,19,31,2496,4032,0,200,1786,2000,0,1786
Felucca,20,0,2624,64,210300,37825,13,1000,0,13
Felucca,20,1,2624,192,210300,13020,285,0,0,285
Felucca,20,2,2624,320,210300,200,210,1000,0,210
Felucca,20,3,2624,448,210300,20080,182,1000,0,182
Felucca,20,4,2624,576,210300,200,159,1000,0,159
Felucca,20,16,2624,2112,0,200,3258,1000,0,3258
Felucca,20,17,2624,2240,0,200,3230,1000,0,3230
Felucca,20,18,2624,2368,0,200,664,2000,0,664
Felucca,20,19,2624,2496,0,0,0,4000,0,0
Felucca,20,20,2624,2624,0,0,0,4000,0,0
Felucca,20,21,2624,2752,0,0,0,4000,0,0
Felucca,20,22,2624,2880,0,0,0,4000,0,0
Felucca,20,23,2624,3008,0,0,0,4000,0,0
Felucca,20,24,2624,3136,0,0,0,4000,0,0
Felucca,20,25,2624,3264,0,0,0,4000,0,0
Felucca,20,26,2624,3392,0,0,0,4000,0,0
Felucca,20,27,2624,3520,0,0,0,4000,0,0
Felucca,20,28,2624,3648,0,0,0,4000,0,0
Felucca,20,29,2624,3776,0,0,0,4000,0,0
Felucca,20,30,2624,3904,0,0,0,4000,0,0
Felucca,20,31,2624,4032,0,0,0,4000,0,0
Felucca,21,5,2752,704,210700,0,812,0,0,812
Felucca,21,6,2752,832,210700,200,612,1000,0,612
Felucca,21,7,2752,960,210700,200,435,1000,0,435
Felucca,21,16,2752,2112,0,200,2118,1000,0,2118
Felucca,21,17,2752,2240,0,480,3598,1000,0,3598
Felucca,21,18,2752,2368,0,200,1568,2000,0,1568
Felucca,21,19,2752,2496,0,0,0,4000,0,0
Felucca,21,20,2752,2624,0,0,0,4000,0,0
Felucca,21,21,2752,2752,0,0,0,4000,0,0
Felucca,21,22,2752,2880,0,0,0,4000,0,0
Felucca,21,23,2752,3008,0,0,0,4000,0,0
Felucca,21,24,2752,3136,0,0,0,4000,0,0
Felucca,21,25,2752,3264,0,0,0,4000,0,0
Felucca,21,26,2752,3392,0,0,272,4000,0,272
Felucca,21,27,2752,3520,0,200,1868,2000,0,1868
Felucca,21,28,2752,3648,0,0,0,4000,0,0
Felucca,21,29,2752,3776,0,0,0,4000,0,0
Felucca,21,30,2752,3904,0,0,0,4000,0,0
Felucca,21,31,2752,4032,0,0,0,4000,0,0
Felucca,22,5,2880,704,210700,200,94,1000,0,94
Felucca,22,6,2880,832,210700,205,64,1000,0,64
Felucca,22,7,2880,960,210700,200,25,1000,0,25
