MapName,ChunkX,ChunkY,ZoneID,DominantTown
Trammel,1024,1920,1369003,Wilderness
Trammel,1024,2048,1369003,Wilderness
Trammel,1024,2176,1369003,Wilderness
Trammel,1024,2304,1369003,Wilderness
Trammel,1024,2432,1369003,Wilderness
Trammel,1024,2560,1369003,Wilderness
Trammel,1024,2688,1369003,Wilderness
Trammel,1024,2816,1369003,Wilderness
Trammel,1024,2944,1369003,Wilderness
Trammel,1024,3072,1369003,Wilderness
Trammel,1024,3200,1369003,Wilderness
Trammel,1024,3328,1369003,Wilderness
Trammel,1024,3456,1369003,Wilderness
Trammel,1024,3584,1205002,Jhelom
Trammel,1024,3712,1361003,South Britannian Sea
Trammel,1024,3840,1361003,South Britannian Sea
Trammel,1024,3968,1361003,South Britannian Sea
Trammel,1152,0,1369003,Wilderness
Trammel,1152,128,1369003,Wilderness
Trammel,1152,256,1369003,Wilderness
Trammel,1152,384,1369003,Wilderness
Trammel,1152,512,1369003,Wilderness
Trammel,1152,640,1369003,Wilderness
Trammel,1152,768,1369003,Wilderness
Trammel,1152,896,1369003,Wilderness
Trammel,1152,1024,1369003,Wilderness
Trammel,1152,1152,1369003,Wilderness
Trammel,1152,1280,1369003,Wilderness
Trammel,1152,1408,1101002,Britain
Trammel,1152,1536,1101002,Britain
Trammel,1152,1664,1101002,Britain
Trammel,1152,1792,1101002,Britain
Trammel,1152,1920,1369003,Wilderness
Trammel,1152,2048,1369003,Wilderness
Trammel,1152,2176,1369003,Wilderness
Trammel,1152,2304,1369003,Wilderness
Trammel,1152,2432,1369003,Wilderness
Trammel,1152,2560,1369003,Wilderness
Trammel,1152,2688,1369003,Wilderness
Trammel,1152,2816,1369003,Wilderness
Trammel,1152,2944,1369003,Wilderness
Trammel,1152,3072,1369003,Wilderness
Trammel,1152,3200,1369003,Wilderness
Trammel,1152,3328,1369003,Wilderness
Trammel,1152,3456,1205002,Jhelom
Trammel,1152,3584,1205002,Jhelom
Trammel,1152,3712,1205002,Jhelom
Trammel,1152,3840,1205002,Jhelom
Trammel,1152,3968,1205002,Jhelom
Trammel,1280,0,1369003,Wilderness
Trammel,1280,128,1369003,Wilderness
Trammel,1280,256,1369003,Wilderness
Trammel,1280,384,1369003,Wilderness
Trammel,1280,512,1369003,Wilderness
Trammel,1280,640,1369003,Wilderness
Trammel,1280,768,1369003,Wilderness
Trammel,1280,896,1369003,Wilderness
Trammel,1280,1152,1369003,Wilderness
Trammel,1280,1280,1369003,Wilderness
Trammel,1280,1408,1101002,Britain
Trammel,1280,1536,1101002,Britain
Trammel,1280,1664,1101002,Britain
Trammel,1280,1792,1101002,Britain
Trammel,1280,1920,1369003,Wilderness
Trammel,1280,2048,1369003,Wilderness
Trammel,1280,2176,1369003,Wilderness
Trammel,1280,2304,1369003,Wilderness
Trammel,1280,2432,1369003,Wilderness
Trammel,1280,2560,1369003,Wilderness
Trammel,1280,2688,1369003,Wilderness
Trammel,1280,2816,1369003,Wilderness
Trammel,1280,2944,1369003,Wilderness
Trammel,1280,3072,1369003,Wilderness
Trammel,1280,3200,1369003,Wilderness
Trammel,1280,3328,1369003,Wilderness
Trammel,1280,3456,1205002,Jhelom
Trammel,1280,3584,1205002,Jhelom
Trammel,1280,3712,1205002,Jhelom
Trammel,1280,3840,1205002,Jhelom
Trammel,1280,3968,1205002,Jhelom
Trammel,1408,0,1369003,Wilderness
Trammel,1408,128,1369003,Wilderness
Trammel,1408,256,1369003,Wilderness
Trammel,1408,384,1369003,Wilderness
Trammel,1408,512,1369003,Wilderness
Trammel,1408,640,1369003,Wilderness
Trammel,1408,768,1369003,Wilderness
Trammel,1408,896,1369003,Wilderness
Trammel,1408,1024,1369003,Wilderness
Trammel,1408,1152,1369003,Wilderness
Trammel,1408,1280,1369003,Wilderness
Trammel,1408,1408,1101002,Britain
Trammel,1408,1536,1101002,Britain
Trammel,1408,1664,1101002,Britain
Trammel,1408,1792,1369003,Wilderness
Trammel,1408,1920,1369003,Wilderness
Trammel,1408,2048,1369003,Wilderness
Trammel,1408,2176,1369003,Wilderness
Trammel,1408,2304,1369003,Wilderness
Trammel,1408,2432,1369003,Wilderness
Trammel,1408,2560,1369003,Wilderness
Trammel,1408,2688,1369003,Wilderness
Trammel,1408,2816,1369003,Wilderness
Trammel,1408,2944,1369003,Wilderness
Trammel,1408,3072,1369003,Wilderness
Trammel,1408,3200,1369003,Wilderness
Trammel,1408,3328,1369003,Wilderness
Trammel,1408,3456,1205002,Jhelom
Trammel,1408,3584,1205002,Jhelom
Trammel,1408,3712,1205002,Jhelom
Trammel,1408,3840,1205002,Jhelom
Trammel,1408,3968,1205002,Jhelom
Trammel,1536,0,1369003,Wilderness
Trammel,1536,128,1369003,Wilderness
Trammel,1536,256,1369003,Wilderness
Trammel,1536,384,1369003,Wilderness
Trammel,1536,512,1356003,Huntsman's Forest
Trammel,1536,640,1369003,Wilderness
Trammel,1536,768,1369003,Wilderness
Trammel,1536,896,1369003,Wilderness
Trammel,1536,1024,1369003,Wilderness
Trammel,1536,1152,1369003,Wilderness
Trammel,1536,1280,1369003,Wilderness
Trammel,1536,1408,1101002,Britain
Trammel,1536,1536,1101002,Britain
Trammel,1536,1664,1101002,Britain
Trammel,1536,1792,1369003,Wilderness
Trammel,1536,1920,1369003,Wilderness
Trammel,1536,2048,1369003,Wilderness
Trammel,1536,2176,1369003,Wilderness
Trammel,1536,2304,1369003,Wilderness
Trammel,1536,2432,1369003,Wilderness
Trammel,1536,2560,1369003,Wilderness
Trammel,1536,2688,1369003,Wilderness
Trammel,1536,2816,1369003,Wilderness
Trammel,1536,2944,1369003,Wilderness
Trammel,1536,3072,1369003,Wilderness
Trammel,1536,3200,1369003,Wilderness
Trammel,1536,3328,1369003,Wilderness
Trammel,1536,3456,1205002,Jhelom
Trammel,1536,3584,1205002,Jhelom
Trammel,1536,3712,1205002,Jhelom
Trammel,1536,3840,1205002,Jhelom
Trammel,1536,3968,1205002,Jhelom
Trammel,1664,0,1369003,Wilderness
Trammel,1664,128,1369003,Wilderness
Trammel,1664,256,1369003,Wilderness
Trammel,1664,384,1369003,Wilderness
Trammel,1664,512,1369003,Wilderness
Trammel,1664,640,1369003,Wilderness
Trammel,1664,768,1369003,Wilderness
Trammel,1664,896,1369003,Wilderness
Trammel,1664,1024,1369003,Wilderness
Trammel,1664,1152,1369003,Wilderness
Trammel,1664,1280,1369003,Wilderness
Trammel,1664,1408,1101002,Britain
Trammel,1664,1536,1101002,Britain
Trammel,1664,1664,1101002,Britain
Trammel,1664,1792,1369003,Wilderness
Trammel,1664,1920,1369003,Wilderness
Trammel,1664,2048,1369003,Wilderness
Trammel,1664,2176,1369003,Wilderness
Trammel,1664,2304,1369003,Wilderness
Trammel,1664,2432,1369003,Wilderness
Trammel,1664,2560,1369003,Wilderness
Trammel,1664,2688,1369003,Wilderness
Trammel,1664,2816,1369003,Wilderness
Trammel,1664,2944,1369003,Wilderness
Trammel,1664,3072,1369003,Wilderness
Trammel,1664,3200,1369003,Wilderness
Trammel,1664,3328,1369003,Wilderness
Trammel,1664,3456,1369003,Wilderness
Trammel,1664,3584,1369003,Wilderness
Trammel,1664,3712,1361003,South Britannian Sea
Trammel,1664,3840,1361003,South Britannian Sea
Trammel,1664,3968,1361003,South Britannian Sea
Trammel,1792,0,1369003,Wilderness
Trammel,1792,128,1369003,Wilderness
Trammel,1792,256,1369003,Wilderness
Trammel,1792,384,1369003,Wilderness
Trammel,1792,512,1369003,Wilderness
Trammel,1792,640,1369003,Wilderness
Trammel,1792,768,1369003,Wilderness
Trammel,1792,896,1369003,Wilderness
Trammel,1792,1024,1369003,Wilderness
Trammel,1792,1152,1369003,Wilderness
Trammel,1792,1280,1369003,Wilderness
Trammel,1792,1408,1369003,Wilderness
Trammel,1792,1536,1369003,Wilderness
Trammel,1792,1664,1369003,Wilderness
Trammel,1792,1792,1369003,Wilderness
Trammel,1792,1920,1369003,Wilderness
Trammel,1792,2048,1369003,Wilderness
Trammel,1792,2176,1369003,Wilderness
Trammel,1792,2304,1369003,Wilderness
Trammel,1792,2432,1369003,Wilderness
Trammel,1792,2560,1113002,Trinsic
Trammel,1792,2688,1113002,Trinsic
Trammel,1792,2816,1113002,Trinsic
Trammel,1792,2944,1113002,Trinsic
Trammel,1792,3072,1369003,Wilderness
Trammel,1792,3200,1369003,Wilderness
Trammel,1792,3328,1369003,Wilderness
Trammel,1792,3456,1369003,Wilderness
Trammel,1792,3584,1369003,Wilderness
Trammel,1792,3712,1361003,South Britannian Sea
Trammel,1792,3840,1361003,South Britannian Sea
Trammel,1792,3968,1361003,South Britannian Sea
Trammel,1920,0,1369003,Wilderness
Trammel,1920,128,1369003,Wilderness
Trammel,1920,384,1369003,Wilderness
Trammel,1920,512,1369003,Wilderness
Trammel,1920,640,1369003,Wilderness
Trammel,1920,768,1369003,Wilderness
Trammel,1920,896,1369003,Wilderness
Trammel,1920,1024,1369003,Wilderness
Trammel,1920,1152,1369003,Wilderness
Trammel,1920,1280,1369003,Wilderness
Trammel,1920,1408,1369003,Wilderness
Trammel,1920,1536,1369003,Wilderness
Trammel,1920,1664,1369003,Wilderness
Trammel,1920,1792,1369003,Wilderness
Trammel,1920,1920,1369003,Wilderness
Trammel,1920,2048,1369003,Wilderness
Trammel,1920,2176,1369003,Wilderness
Trammel,1920,2304,1369003,Wilderness
Trammel,1920,2432,1369003,Wilderness
Trammel,1920,2560,1113002,Trinsic
Trammel,1920,2688,1113002,Trinsic
Trammel,1920,2816,1113002,Trinsic
Trammel,1920,2944,1113002,Trinsic
Trammel,1920,3072,1369003,Wilderness
Trammel,1920,3200,1369003,Wilderness
Trammel,1920,3328,1369003,Wilderness
Trammel,1920,3456,1369003,Wilderness
Trammel,1920,3584,1369003,Wilderness
Trammel,1920,3712,1361003,South Britannian Sea
Trammel,1920,3840,1361003,South Britannian Sea
Trammel,1920,3968,1361003,South Britannian Sea
Trammel,2048,0,1369003,Wilderness
Trammel,2048,128,1369003,Wilderness
Trammel,2048,256,1369003,Wilderness
Trammel,2048,384,1369003,Wilderness
Trammel,2048,512,1369003,Wilderness
Trammel,2048,640,1369003,Wilderness
Trammel,2048,768,1369003,Wilderness
Trammel,2048,896,1369003,Wilderness
Trammel,2048,1024,1369003,Wilderness
Trammel,2048,1152,1303002,Cove
Trammel,2048,1280,1303002,Cove
Trammel,2048,1408,1369003,Wilderness
Trammel,2048,1536,1369003,Wilderness
Trammel,2048,1664,1369003,Wilderness
Trammel,2048,1792,1369003,Wilderness
Trammel,2048,1920,1369003,Wilderness
Trammel,2048,2048,1369003,Wilderness
Trammel,2048,2176,1369003,Wilderness
Trammel,2048,2304,1369003,Wilderness
Trammel,2048,2432,1369003,Wilderness
Trammel,2048,2560,1113002,Trinsic
Trammel,2048,2688,1113002,Trinsic
Trammel,2048,2816,1113002,Trinsic
Trammel,2048,2944,1113002,Trinsic
Trammel,2048,3072,1369003,Wilderness
Trammel,2048,3200,1369003,Wilderness
Trammel,2048,3328,1369003,Wilderness
Trammel,2048,3456,1369003,Wilderness
Trammel,2048,3584,1369003,Wilderness
Trammel,2048,3712,1369003,Wilderness
Trammel,2048,3840,1369003,Wilderness
Trammel,2048,3968,1369003,Wilderness
Trammel,2176,0,1369003,Wilderness
Trammel,2176,128,1369003,Wilderness
Trammel,2176,256,1369003,Wilderness
Trammel,2176,384,1369003,Wilderness
Trammel,2176,512,1369003,Wilderness
Trammel,2176,640,1369003,Wilderness
Trammel,2176,768,1369003,Wilderness
Trammel,2176,896,1369003,Wilderness
Trammel,2176,1024,1369003,Wilderness
Trammel,2176,1152,1303002,Cove
Trammel,2176,1280,1303002,Cove
Trammel,2176,1408,1369003,Wilderness
Trammel,2176,1536,1369003,Wilderness
Trammel,2176,1664,1369003,Wilderness
Trammel,2176,1792,1369003,Wilderness
Trammel,2176,1920,1369003,Wilderness
Trammel,2176,2048,1369003,Wilderness
Trammel,2176,2176,1369003,Wilderness
Trammel,2176,2304,1369003,Wilderness
Trammel,2176,2432,1369003,Wilderness
Trammel,2176,2560,1369003,Wilderness
Trammel,2176,2688,1369003,Wilderness
Trammel,2176,2816,1369003,Wilderness
Trammel,2176,2944,1369003,Wilderness
Trammel,2176,3072,1369003,Wilderness
Trammel,2176,3200,1369003,Wilderness
Trammel,2176,3328,1369003,Wilderness
Trammel,2176,3456,1369003,Wilderness
Trammel,2176,3584,1369003,Wilderness
Trammel,2176,3712,1369003,Wilderness
Trammel,2176,3840,1369003,Wilderness
Trammel,2176,3968,1369003,Wilderness
Trammel,2304,0,1369003,Wilderness
Trammel,2304,128,1369003,Wilderness
Trammel,2304,256,1369003,Wilderness
Trammel,2304,384,1369003,Wilderness
Trammel,2304,512,1369003,Wilderness
Trammel,2304,640,1369003,Wilderness
Trammel,2304,768,1369003,Wilderness
Trammel,2304,896,1369003,Wilderness
Trammel,2304,1024,1369003,Wilderness
Trammel,2304,1152,1303002,Cove
Trammel,2304,1280,1303002,Cove
Trammel,2304,1408,1369003,Wilderness
Trammel,2304,1536,1369003,Wilderness
Trammel,2304,1664,1369003,Wilderness
Trammel,2304,1792,1369003,Wilderness
Trammel,2304,1920,1369003,Wilderness
Trammel,2304,2048,1369003,Wilderness
Trammel,2304,2176,1369003,Wilderness
Trammel,2304,2304,1369003,Wilderness
Trammel,2304,2432,1369003,Wilderness
Trammel,2304,2560,1369003,Wilderness
Trammel,2304,2688,1369003,Wilderness
Trammel,2304,2816,1369003,Wilderness
Trammel,2304,2944,1369003,Wilderness
Trammel,2304,3072,1369003,Wilderness
Trammel,2304,3200,1369003,Wilderness
Trammel,2304,3328,1369003,Wilderness
Trammel,2304,3456,1369003,Wilderness
Trammel,2304,3584,1369003,Wilderness
Trammel,2304,3712,1369003,Wilderness
Trammel,2304,3840,1369003,Wilderness
Trammel,2304,3968,1369003,Wilderness
Trammel,2432,0,1369003,Wilderness
Trammel,2432,128,1369003,Wilderness
Trammel,2432,256,1369003,Wilderness
Trammel,2432,384,1107002,Minoc
Trammel,2432,512,1107002,Minoc
Trammel,2432,640,1107002,Minoc
Trammel,2432,768,1369003,Wilderness
Trammel,2432,1024,1369003,Wilderness
Trammel,2432,1152,1303002,Cove
Trammel,2432,1280,1303002,Cove
Trammel,2432,1408,1369003,Wilderness
Trammel,2432,1536,1369003,Wilderness
Trammel,2432,1664,1369003,Wilderness
Trammel,2432,1792,1369003,Wilderness
Trammel,2432,1920,1369003,Wilderness
Trammel,2432,2048,1369003,Wilderness
Trammel,2432,2176,1369003,Wilderness
Trammel,2432,2304,1369003,Wilderness
Trammel,2432,2432,1369003,Wilderness
Trammel,2432,2560,1369003,Wilderness
Trammel,2432,2688,1369003,Wilderness
Trammel,2432,2816,1369003,Wilderness
Trammel,2432,2944,1369003,Wilderness
Trammel,2432,3072,1369003,Wilderness
Trammel,2432,3200,1369003,Wilderness
Trammel,2432,3328,1369003,Wilderness
Trammel,2432,3456,1369003,Wilderness
Trammel,2432,3584,1369003,Wilderness
Trammel,2432,3712,1369003,Wilderness
Trammel,2432,3840,1369003,Wilderness
Trammel,2432,3968,1369003,Wilderness
Trammel,2560,0,1369003,Wilderness
Trammel,2560,128,1369003,Wilderness
Trammel,2560,256,1369003,Wilderness
Trammel,2560,384,1107002,Minoc
Trammel,2560,512,1107002,Minoc
Trammel,2560,640,1107002,Minoc
Trammel,2560,768,1369003,Wilderness
Trammel,2560,896,1369003,Wilderness
Trammel,2560,1024,1369003,Wilderness
Trammel,2560,1152,1369003,Wilderness
Trammel,2560,1280,1369003,Wilderness
Trammel,2560,1408,1369003,Wilderness
Trammel,2560,1536,1369003,Wilderness
Trammel,2560,1664,1369003,Wilderness
Trammel,2560,1792,1369003,Wilderness
Trammel,2560,1920,1369003,Wilderness
Trammel,2560,2048,1202002,Buccaneer's Den
Trammel,2560,2176,1202002,Buccaneer's Den
Trammel,2560,2304,1369003,Wilderness
Trammel,2560,2432,1369003,Wilderness
Trammel,2560,2560,1369003,Wilderness
Trammel,2560,2688,1369003,Wilderness
Trammel,2560,2816,1369003,Wilderness
Trammel,2560,2944,1369003,Wilderness
Trammel,2560,3072,1369003,Wilderness
Trammel,2560,3200,1369003,Wilderness
Trammel,2560,3328,1369003,Wilderness
Trammel,2560,3456,1369003,Wilderness
Trammel,2560,3584,1369003,Wilderness
Trammel,2560,3712,1369003,Wilderness
Trammel,2560,3840,1369003,Wilderness
Trammel,2560,3968,1369003,Wilderness
Trammel,2688,0,1369003,Wilderness
Trammel,2688,128,1369003,Wilderness
Trammel,2688,256,1369003,Wilderness
Trammel,2688,384,1369003,Wilderness
Trammel,2688,512,1114002,Vesper
Trammel,2688,640,1114002,Vesper
Trammel,2688,768,1114002,Vesper
Trammel,2688,896,1114002,Vesper
Trammel,2688,1024,1369003,Wilderness
Trammel,2688,1152,1369003,Wilderness
Trammel,2688,1280,1369003,Wilderness
Trammel,2688,1408,1369003,Wilderness
Trammel,2688,1536,1369003,Wilderness
Trammel,2688,1664,1369003,Wilderness
Trammel,2688,1792,1369003,Wilderness
Trammel,2688,1920,1369003,Wilderness
Trammel,2688,2048,1202002,Buccaneer's Den
