MapName,X,Y,Z,Width,Height,ZoneID
Felucca,865,459,0,13,9,0
Felucca,788,462,0,10,21,0
Felucca,869,468,0,10,18,0
Felucca,873,486,0,11,9,0
Felucca,873,498,0,10,9,0
Felucca,829,512,0,11,10,2108003
Felucca,861,512,0,15,10,2108003
Felucca,817,513,0,11,15,2108003
Felucca,845,513,0,15,12,2108003
Felucca,799,519,-1,9,21,2108003
Felucca,876,521,0,9,13,2108003
Felucca,861,522,0,15,9,2108003
Felucca,829,525,0,13,9,2108003
Felucca,857,531,0,11,14,2108003
Felucca,885,532,0,9,17,2108003
Felucca,833,534,0,11,15,2108003
Felucca,845,534,0,11,21,2108003
Felucca,873,534,0,12,15,2108003
Felucca,801,540,0,11,9,2108003
Felucca,822,543,0,10,18,2108003
Felucca,785,547,0,11,11,2108003
Felucca,797,549,0,11,9,2108003
Felucca,809,549,0,11,9,2108003
Felucca,867,549,0,9,9,2108003
Felucca,774,551,1,10,13,2108003
Felucca,885,556,0,11,20,2108003
Felucca,797,558,0,15,12,2108003
Felucca,837,558,0,11,18,2108003
Felucca,817,561,0,11,12,2108003
Felucca,769,564,0,11,12,2108003
Felucca,869,564,0,10,18,2108003
Felucca,805,570,0,12,9,2108003
Felucca,828,570,0,9,18,2108003
Felucca,857,570,0,11,51,2108003
Felucca,787,573,0,9,9,2108003
Felucca,769,576,0,15,12,2108003
Felucca,797,579,0,9,9,2108003
Felucca,809,579,0,15,13,2108003
Felucca,837,579,0,11,15,2108003
Felucca,873,582,0,11,12,2108003
Felucca,885,582,0,11,12,2108003
Felucca,768,588,0,12,9,2108003
Felucca,824,588,0,12,15,2108003
Felucca,841,594,0,11,12,2108003
Felucca,793,597,0,11,9,2108003
Felucca,869,597,0,11,30,2108003
Felucca,777,600,0,15,9,2108003
Felucca,813,600,0,11,9,2108003
Felucca,881,603,0,15,9,2108003
Felucca,801,606,0,11,12,2108003
Felucca,825,606,0,11,15,2108003
Felucca,841,606,0,15,18,2108003
Felucca,777,609,0,11,9,2108003
Felucca,789,615,0,12,9,2108003
Felucca,825,621,0,11,9,2108003
Felucca,769,624,0,9,10,2108003
Felucca,782,624,0,10,9,2108003
Felucca,793,624,0,10,9,2108003
Felucca,853,624,0,11,11,2108003
Felucca,803,627,0,9,12,2108003
Felucca,865,627,0,19,13,2108003
Felucca,829,630,0,11,9,2108003
Felucca,768,640,0,16,11,2108003
Felucca,837,640,0,11,14,2108003
Felucca,861,640,0,11,11,2108003
Felucca,784,645,0,12,9,2108003
Felucca,809,645,0,15,9,2108003
Felucca,797,648,0,11,9,2108003
Felucca,873,648,0,11,9,2108003
Felucca,885,648,0,11,12,2108003
Felucca,848,651,0,16,12,2108003
Felucca,864,652,0,9,11,2108003
Felucca,777,654,0,11,9,2108003
Felucca,797,657,0,11,12,2108003
Felucca,813,657,0,15,12,2108003
Felucca,828,660,0,12,12,2108003
Felucca,873,660,0,15,12,2108003
Felucca,853,663,0,11,9,2108003
Felucca,769,666,0,11,18,2108003
Felucca,797,669,0,19,54,2108003
Felucca,817,669,0,11,42,2108003
Felucca,841,669,0,11,12,2108003
Felucca,864,669,0,9,12,2108003
Felucca,780,672,0,12,9,2108003
Felucca,877,675,0,11,15,2108003
Felucca,829,678,0,12,9,2108003
Felucca,853,678,0,11,9,2108003
Felucca,780,681,0,17,27,2108003
Felucca,865,681,0,11,15,2108003
Felucca,769,684,0,11,9,2108003
Felucca,841,684,0,12,9,2108003
Felucca,829,690,0,11,9,2108003
Felucca,853,690,0,12,9,2108003
Felucca,769,696,0,11,9,2108003
Felucca,865,696,0,15,12,2108003
Felucca,829,699,0,15,9,2108003
Felucca,853,699,0,11,12,2108003
Felucca,768,705,0,10,9,2108003
Felucca,881,705,0,11,12,2108003
Felucca,785,708,0,12,21,2108003
Felucca,841,708,0,12,18,2108003
Felucca,865,708,0,15,9,2108003
Felucca,816,711,0,12,9,2108003
Felucca,828,717,0,12,9,2108003
Felucca,857,717,0,9,12,2108003
Felucca,881,717,0,11,9,2108003
Felucca,769,720,0,11,12,2108003
Felucca,797,723,0,19,15,2108003
Felucca,817,726,0,9,9,2108003
Felucca,833,726,0,11,10,2108003
Felucca,873,726,0,15,18,2108003
Felucca,781,729,0,11,13,2108003
Felucca,768,732,0,12,9,2108003
Felucca,845,732,0,11,9,2108003
Felucca,857,732,0,11,12,2108003
Felucca,817,735,0,11,9,2108003
Felucca,792,741,0,12,24,2108003
Felucca,829,741,0,11,15,2108003
Felucca,780,744,0,12,10,2108003
Felucca,809,744,0,15,9,2108003
Felucca,841,744,0,11,9,2108003
Felucca,869,751,0,11,14,2108003
Felucca,841,753,0,11,15,2108003
Felucca,881,753,0,15,15,2108003
Felucca,781,756,0,11,10,2108003
Felucca,825,756,0,10,9,2108003
Felucca,810,759,0,14,9,2108003
Felucca,781,768,0,35,9,2108003
Felucca,841,768,0,19,12,2108003
Felucca,861,768,0,11,15,2108003
Felucca,873,768,0,19,9,2108003
Felucca,768,771,0,12,9,2108003
Felucca,821,774,0,11,56,2108003
Felucca,785,777,0,11,12,2108003
Felucca,801,777,0,11,12,2108003
Felucca,873,777,0,9,21,2108003
Felucca,773,780,0,11,12,2108003
Felucca,834,780,0,10,27,2108003
Felucca,812,781,0,9,53,2108003
Felucca,845,786,0,11,15,2108003
Felucca,785,789,0,11,9,2108003
Felucca,801,789,0,11,39,2108003
Felucca,768,792,0,12,9,2108003
Felucca,857,795,0,11,9,2108003
Felucca,873,798,0,11,18,2108003
Felucca,773,801,0,11,26,2108003
Felucca,785,801,0,16,21,2108003
Felucca,853,804,0,11,15,2108003
Felucca,833,807,0,11,18,2108003
Felucca,884,810,0,12,21,2108003
Felucca,853,819,0,19,12,2108003
Felucca,873,819,0,11,9,2108003
Felucca,834,825,0,14,14,2108003
Felucca,777,827,0,11,25,2108003
Felucca,797,828,0,15,9,2108003
Felucca,849,831,0,19,15,2108003
Felucca,885,831,0,11,9,2108003
Felucca,817,834,0,11,9,2108003
Felucca,768,837,0,9,9,2108003
Felucca,793,837,0,11,15,2108003
Felucca,805,840,0,11,9,2108003
Felucca,869,840,0,11,18,2108003
Felucca,830,846,0,10,12,2108003
Felucca,857,846,0,11,12,2108003
Felucca,811,850,0,9,14,2108003
Felucca,781,852,0,15,9,2108003
Felucca,841,852,0,15,9,2108003
Felucca,820,853,0,9,11,2108003
Felucca,857,858,0,15,9,2108003
Felucca,846,861,0,10,35,2108003
Felucca,769,863,0,11,19,2108003
Felucca,877,863,0,11,13,2108003
Felucca,801,864,0,11,12,2108003
Felucca,780,867,0,12,12,2108003
Felucca,813,867,0,15,9,2108003
Felucca,859,867,0,9,9,2108003
Felucca,868,868,0,9,14,2108003
Felucca,829,875,0,11,21,2108003
Felucca,877,876,0,11,18,2108003
Felucca,785,879,0,11,15,2108003
Felucca,798,879,0,14,17,2108003
Felucca,813,879,0,15,9,2108003
Felucca,774,882,0,10,14,2108003
Felucca,865,887,0,11,9,2108003
Felucca,813,896,0,11,22,2108003
Felucca,824,896,0,12,10,2108003
Felucca,857,896,0,11,13,2108003
Felucca,881,896,0,11,13,2108003
Felucca,789,897,0,11,9,2108003
Felucca,801,897,0,11,24,2108003
Felucca,837,897,0,11,63,2108003
Felucca,783,906,0,9,9,2108003
Felucca,792,907,0,9,14,2108003
Felucca,849,909,0,15,36,2108003
Felucca,877,909,0,11,12,2108003
Felucca,824,912,0,13,45,2108003
Felucca,769,915,0,19,11,2108003
Felucca,865,915,0,12,9,2108003
Felucca,812,918,0,12,29,2108003
Felucca,788,921,0,12,9,2108003
Felucca,801,921,0,10,11,2108003
Felucca,881,921,0,11,18,2108003
Felucca,864,924,0,16,15,2108003
Felucca,769,927,0,11,9,2108003
Felucca,797,933,0,12,9,2108003
Felucca,768,937,0,9,11,2108003
Felucca,793,945,0,11,18,2108003
Felucca,857,945,0,11,12,2108003
Felucca,804,947,0,13,13,2108003
Felucca,777,948,0,11,18,2108003
Felucca,873,948,0,11,9,2108003
Felucca,865,957,0,15,12,2108003
Felucca,817,960,0,11,9,2108003
Felucca,845,960,0,11,9,2108003
Felucca,789,963,0,11,9,2108003
Felucca,801,963,0,11,9,2108003
Felucca,829,963,0,12,12,2108003
Felucca,856,966,0,9,18,2108003
Felucca,885,966,0,11,9,2108003
Felucca,842,969,0,14,11,2108003
Felucca,773,972,0,10,15,2108003
Felucca,785,972,0,23,11,2108003
Felucca,822,975,0,10,21,2108003
Felucca,873,975,0,11,14,2108003
Felucca,809,978,0,13,9,2108003
Felucca,885,978,0,11,9,2108003
Felucca,833,984,0,11,21,2108003
Felucca,853,984,0,11,9,2108003
Felucca,793,986,0,12,12,2108003
Felucca,769,990,0,11,9,2108003
Felucca,781,993,0,11,24,2108003
Felucca,869,993,0,11,9,2108003
Felucca,885,993,0,10,9,2108003
Felucca,817,997,0,16,19,2108003
Felucca,793,998,0,15,19,2108003
Felucca,853,999,0,11,9,2108003
Felucca,865,1002,0,11,18,2108003
Felucca,769,1005,0,12,9,2108003
Felucca,877,1005,0,11,12,2108003
Felucca,833,1008,0,11,15,2108003
Felucca,853,1008,0,11,9,2108003
Felucca,808,1011,0,9,9,2108003
Felucca,819,1035,0,9,57,2108003
Felucca,809,1038,0,9,50,2108003
Felucca,829,1041,0,11,45,2108003
Felucca,849,1050,0,11,9,2108003
Felucca,797,1064,0,12,10,2108003
Felucca,773,1074,0,9,9,2108003
Felucca,785,1074,0,11,9,2108003
Felucca,849,1092,0,11,9,2108003
Felucca,809,1095,0,11,9,2108003
Felucca,865,1095,0,11,15,2108003
Felucca,885,1113,0,11,9,2108003
Felucca,781,1122,0,10,9,2108003
Felucca,877,1122,0,11,9,2108003
Felucca,805,1131,0,9,9,2108003
Felucca,837,1143,0,11,9,2108003
Felucca,869,1143,0,11,9,2108003
Felucca,869,1152,0,11,9,2108003
Felucca,837,1161,0,11,17,2108003
Felucca,849,1161,0,11,20,2108003
Felucca,817,1167,0,13,45,2108003
Felucca,781,1179,0,11,11,2108003
Felucca,805,1179,0,12,18,2108003
Felucca,854,1181,0,14,9,2108003
Felucca,830,1186,0,9,26,2108003
Felucca,839,1192,0,10,20,2108003
Felucca,849,1196,0,11,13,2108003
Felucca,789,1197,0,11,9,2108003
Felucca,777,1206,0,11,12,2108003
Felucca,881,1221,0,11,9,2108003
Felucca,841,1227,0,11,9,2108003
Felucca,791,1236,0,9,9,2108003
Felucca,869,1242,0,11,12,2108003
Felucca,798,1245,0,10,9,2108003
Felucca,837,1254,0,11,9,2108003
Felucca,773,1263,0,11,9,2108003
Felucca,829,1266,0,11,9,2108003
Felucca,837,1281,0,9,9,2108003
Felucca,826,1290,0,10,9,2108003
Felucca,813,1293,0,11,9,2108003
Felucca,786,1296,0,10,9,2108003
Felucca,805,1305,0,11,9,2108003
Felucca,789,1317,0,10,36,2108003
Felucca,777,1320,0,11,9,2108003
Felucca,801,1320,0,11,30,2108003
Felucca,817,1323,0,11,9,2108003
Felucca,814,1347,0,10,9,2108003
Felucca,833,1350,0,9,9,2108003
Felucca,829,1365,0,11,9,2108003
Felucca,806,1368,0,10,9,2108003
Felucca,781,1371,0,11,12,2108003
Felucca,789,1389,0,15,9,2108003
Felucca,841,1389,0,11,9,2108003
Felucca,785,1410,0,11,9,0
Felucca,789,1419,0,11,9,0
Felucca,805,1419,0,9,9,0
Felucca,845,1428,0,11,9,0
Felucca,793,1434,0,11,57,0
Felucca,805,1434,0,11,19,0
Felucca,817,1443,0,11,45,0
Felucca,841,1449,0,11,9,0
Felucca,861,1452,0,11,9,0
Felucca,804,1453,0,13,35,0
Felucca,781,1455,0,12,35,0
Felucca,873,1458,0,9,9,0
Felucca,769,1461,0,12,18,0
Felucca,849,1482,0,15,9,0
Felucca,873,1488,0,11,9,0
Felucca,781,1491,0,11,9,0
Felucca,829,1500,0,11,9,0
Felucca,861,1509,0,11,9,0
Felucca,813,1521,0,9,9,0
Felucca,837,1551,0,9,12,0
Felucca,885,1557,0,11,9,0
Felucca,785,1578,0,11,9,0
Felucca,805,1608,0,11,9,0
Felucca,813,1620,0,11,9,0
Felucca,841,1626,0,11,9,0
Felucca,877,1626,0,11,9,0
Felucca,829,1647,0,11,9,0
Felucca,817,1653,0,11,9,0
Felucca,805,1671,0,11,9,0
Felucca,813,1686,0,11,9,0
Felucca,837,1704,0,19,18,0
Felucca,857,1713,0,11,9,0
Felucca,789,1719,0,11,12,0
Felucca,861,1740,0,11,12,0
Felucca,791,1743,0,9,9,0
Felucca,833,1749,0,11,9,0
Felucca,845,1749,0,11,9,0
Felucca,822,1761,0,10,9,0
Felucca,874,1761,0,10,9,0
Felucca,799,1764,0,9,9,0
Felucca,877,1773,0,15,9,0
Felucca,781,1794,0,11,12,0
Felucca,837,1794,0,11,9,0
Felucca,782,1806,0,13,45,0
Felucca,795,1806,0,9,11,0
Felucca,821,1806,0,11,9,0
